ID,惩罚信息,修改时间
{C07A0140-0000-0000-17BC-88E600000271},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于大兴新城黄村镇狼垡地区芦花路（京良路-金星路）道路工程建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[大兴区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2024-03-06]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span style=""display:none;""> </span><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项</span><span>目名称： 大兴区黄村镇狼垡地区芦花路（京良路～金星路）道路工程 </span></p><p><span>项目建设单位名称： 北京市大兴区黄村镇人民政府</span><span>? </span></p><p><span>统一社会信用代码：</span><span> 11110224000088399P</span></p><table border=""0"" align=""center"" cellspacing=""0"" cellpaddin",7/3/2024 00:00:00
{C07A0140-0000-0000-17C1-7D0000000322},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于大兴新城黄村镇狼垡地区纵二路（横一路-金星路）道路工程建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[大兴区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2024-03-06]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span style=""display:none;""> </span><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目</span><span>名称： 大兴新城黄村镇狼垡地区纵二路（横一路～金星路）道路工程 </span></p><p><span>项目建设单位名称： 北京市大兴区黄村镇人民政府</span><span>?? </span></p><p><span>统一社会信用代码：11110224000088399P</span></p><table border=""0"" align=""center"" cellspacing=""0"" cellpadding=""0""  style",7/3/2024 00:00:00
{C07A0140-0000-0000-1806-243BFFFFD9CF},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于房山区长阳镇中心城人口疏解配套教育学校—北京育才学校长阳分校建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[房山区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2022-04-02]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span style=""display:none;"">&#xa0;</span></p><p><span style=""display:none;""> </span><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：</span><span style=""display:none;""> </span><span>房山区长阳镇中心城人口疏解配套教育学校—北京育才学校长阳分校项目</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span style=""display:none;",11/4/2022 00:00:00
{C07A0140-0000-0000-183E-B8FF00004330},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于密云新城京沈客专（密云段）与兴企路相交处节点道路及管线工程建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[密云区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2020-11-30]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：密云新城京</span><span>沈客专</span><span>（密云段）与</span><span>兴企路相交</span><span>处节点道路及管线工程</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span>北京市密云区城市管理委员会</span><span style=""display:none;"">? </span></p><table border=""0"" align=""center"" cellspacing",2/12/2020 00:00:00
{C07A0140-0000-0000-1847-AB4700004465},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于密云新城京沈客专（密云段）与新东路相交处节点道路及管线工程建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[密云区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2020-11-30]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：密云新城京</span><span>沈客专</span><span>（密云段）与新东路相交处节点道路及管线工程</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span>北京市密云区城市管理委员会</span><span style=""display:none;"">? </span></p><table border=""0"" align=""center"" cellspacing=""0"" cellpadding=""0""  styl",2/12/2020 00:00:00
{C07A0140-0000-0000-18F4-A7DB0000168F},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于延庆110千伏变电站改扩建工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[国网北京市电力公司]]></DOCSWDW>
			<DOCGG><![CDATA[2021-01-19]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（核）〔2021〕15号</span></p><img src=""Aspose.Words.e05994ce-4a68-42aa-85c7-eb6888cb077f.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于延庆110千伏变电站改扩建工程</span></p><p><span>项目核准的批复</span></p><p><span>国网北京市电力公司</span><span>：</span></p><p><span>你单位《关于申请延庆110千伏变电站改扩建工程项目核准的请示》（",20/1/2021 00:00:00
{C07A0140-0000-0000-191F-F235000208BB},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于军庄高压A调压站天然气工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[北京市燃气集团有限责任公司]]></DOCSWDW>
			<DOCGG><![CDATA[2021-08-04]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>北京市发展和改革委员会文件</span></p><p><span>京发改（核）〔2021〕136号</span></p><img src=""Aspose.Words.84a3926a-7a73-45bd-850d-5c6e1749fc5b.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:2"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于军庄高压A调压站天然气工程</span></p><p><span>项目核准的批复</span></p><p><span>北京市燃气集团有限责任公司</span><span>：</span></p><p>",6/8/2021 00:00:00
{C07A0140-0000-0000-1982-3045000213F5},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于继续完善海淀区西北旺镇021地块集体土地租赁住房项目前期手续的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[北京市海淀区西北旺镇合作经济联合社]]></DOCSWDW>
			<DOCGG><![CDATA[2021-08-05]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>北京市发展和改革委员会文件</span></p><p><span>京发改（核）〔2021〕137号</span></p><img src=""Aspose.Words.8f191952-356f-4128-9259-6bb91ac09474.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于继续完善海淀区西北旺镇021地块集体</span></p><p><span>土地租赁住房项目前期手续的批复</span></p><p><span>北京市海淀区西北旺镇合",9/8/2021 00:00:00
{C07A0140-0000-0000-19D5-D2D9000007DE},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于元下灰支/高元城灰支110千伏线路迁改（国道109新线高速公路）工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[国网北京市电力公司]]></DOCSWDW>
			<DOCGG><![CDATA[2022-09-06]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（核）〔2022〕1</span><span>64</span><span>号</span></p><img src=""Aspose.Words.eb00e303-203d-4a24-8667-f1ed478e6169.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于元下灰支/高元城灰支110千伏线路迁改</span></p><p><span>（国道109新线高速公路）工程</span></p><p><span>项目核准的批复</span></p",8/9/2022 00:00:00
{C07A0140-0000-0000-19F1-81340000FD32},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于新首钢大桥桥下公共空间改造提升建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[石景山区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2023-06-26]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span style=""display:none;""> </span><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：</span><span style=""display:none;""> </span><span>新首钢大桥桥下公共空间改造提升项目</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span style=""display:none;""> </span><span>北京市石景山区城市管理委员会</span><span> </span></p><p><span>统一社会信用代码：1111",4/7/2023 00:00:00
{C07A0140-0000-0000-1A0B-2C2B000026BF},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于清华附中（永丰学校）周边公共空间改造提升建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[海淀区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2022-12-12]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：</span><span>清华附中（永丰学校）周边公共空间改造提升项目</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span>北京市海淀区园林绿化局</span><span> </span></p><p><span>统一社会信用代码：11110108551416301A</span><span style=""display:none;"">? </span></p><table border=""0"" align=""center"" cellspa",16/12/2022 00:00:00
{C07A0140-0000-0000-1A0E-E0460000286D},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于地铁牡丹园站周边公共空间改造提升建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[海淀区发展改革委]]></DOCSWDW>
			<DOCGG><![CDATA[2022-12-12]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：</span><span>地铁牡丹园站周边公共空间改造提升项目</span><span style=""display:none;""> </span></p><p><span>项目建设单位名称：</span><span>北京市海淀区园林绿化局</span></p><p><span>统一社会信用代码：</span><span> 11110108551416301A</span><span style=""display:none;"">? </span></p><table border=""0"" align=""center"" cellspacing=""0""",16/12/2022 00:00:00
{C07A0140-0000-0000-1A8D-7C340001AFDE},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于北京京东方生命科技产业基地健康云算力中心项目的节能审查意见]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[北京京东方生命科技有限公司]]></DOCSWDW>
			<DOCGG><![CDATA[2024-01-16]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（能评）〔2024〕4号</span></p><img src=""Aspose.Words.30c6ea5c-1033-4ea0-a196-cdb2520d8c56.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于北京京东方生命科技产业基地健康云算力中心项目的节能审查意见</span></p><p><span>北京京东方生命科技有限公司</span><span>：</span></p><p><span>你单位报送的《</span><span>北京京东方生命科技产",18/1/2024 00:00:00
{C07A0140-0000-0000-1ABD-5FC700000401},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于北京市国资委出资人监管信息化平台建设项目招标方案核准意见书]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[北京市人民政府国有资产监督管理委员会]]></DOCSWDW>
			<DOCGG><![CDATA[2021-04-25]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>建设项目招标方案核准意见书</span><span style=""display:none;""> </span></p><p><span>项目名称：</span><span>北京市国资委出资人监管信息化平台项目</span><span> </span></p><p><span>项目建设单位名称：</span><span>北京市人民政府国有资产监督管理委员会</span><span>?? </span></p><table border=""0"" align=""center"" cellspacing=""0"" cellpadding=""0""  style=""border-collapse:collapse; margin-left:0pt;""><tr style=""height:",29/4/2021 00:00:00
{C07A0140-0000-0000-1ADD-0E3E00000B53},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于门头沟区潭柘寺镇MC01-0003-6009等地块项目重新核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[北京潭柘兴业房地产开发有限公司]]></DOCSWDW>
			<DOCGG><![CDATA[2022-09-06]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p></p><p><span>京发改（核）〔2022〕1</span><span>65</span><span>号</span></p><img src=""Aspose.Words.48d3b7ac-9520-4d40-bda4-2c23c239a648.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会? 北京市住房和</span></p><p><span>城乡建设委员会关于门头沟区潭柘寺镇MC01</span></p><p><span>-0003-6009等地块项目重新核准的批复????? </span></p",8/9/2022 00:00:00
{C07A0140-0000-0000-1B02-62F50000FCA0},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于新首钢高端产业综合服务区焦化厂路（秀池南街东段-烧结厂中街）综合管廊工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[首钢集团有限公司]]></DOCSWDW>
			<DOCGG><![CDATA[2023-06-30]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（核）〔2023〕9</span><span>4</span><span>号</span></p><img src=""Aspose.Words.1db551d3-d67f-4893-8984-a1279cf1158b.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于新首钢高端产业综合服务区焦化厂路</span></p><p><span>（秀池南街东段-烧结厂中街）综合</span></p><p><span>管廊工程项目核准的批复</span><",4/7/2023 00:00:00
{C07A0140-0000-0000-1B05-2C6C0000FE00},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于新首钢高端产业综合服务区钢研所街（焦化厂南路-长安街西延）综合管廊工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[首钢集团有限公司]]></DOCSWDW>
			<DOCGG><![CDATA[2023-06-30]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（核）〔2023〕9</span><span>3</span><span>号</span></p><img src=""Aspose.Words.9c899acf-0a6d-4919-bd66-3b579bdcbfda.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于新首钢高端产业综合服务区钢研所街</span></p><p><span>（焦化厂南路-长安街西延）综合管廊</span></p><p><span>工程项目核准的批复</span></p",4/7/2023 00:00:00
{C07A0140-0000-0000-1B07-465E0000FE62},"<?xml version=""1.0"" encoding=""UTF-8""?>
<WCMDOCUMENTS>
	<WCMDOCUMENT Version=""5.2"">
		<PROPERTIES>
			<DOCID>0</DOCID>
			<DOCVERSION>0</DOCVERSION>
			<DOCTYPE>20</DOCTYPE>
			<ATTRIBUTE />
			<ATTACHPIC />
			<DOCLINK />
			<DOCFILENAME />
			<DOCCHANNEL>0</DOCCHANNEL>
			<DOCTITLE><![CDATA[关于新首钢高端产业综合服务区群明湖南路东延（焦化厂路-北辛安路）综合管廊工程项目核准的批复]]></DOCTITLE>
			<DOCSOURCE>0</DOCSOURCE>
			<DOCSECURITY>0</DOCSECURITY>
			<DOCSWDW><![CDATA[首钢集团有限公司]]></DOCSWDW>
			<DOCGG><![CDATA[2023-06-30]]></DOCGG>
			<DOCPFDW><![CDATA[北京市发展和改革委员会]]></DOCPFDW>
			<DOCAUDITOR />
			<DOCCONTENT><![CDATA[无内容]]></DOCCONTENT>
			<DOCHTMLCON><![CDATA[<div><p><span>京发改（核）〔2023〕9</span><span>2</span><span>号</span></p><img src=""Aspose.Words.eec417d6-83a5-4884-97c1-5c248b412a4d.001.png""   alt="""" style=""margin-left:0pt; margin-top:6.9pt; position:absolute; z-index:0"" /><p><span>北京市发展和改革委员会</span></p><p><span>关于新首钢高端产业综合服务区群明湖南路</span></p><p><span>东延（焦化厂路-北辛安路）综合管廊</span></p><p><span>工程项目核准的批复</span><",4/7/2023 00:00:00
