实施主体,职权编号,职权名称,职权种类
区民族宗教事务办公室,C0403700,对清真食品生产经营者在非清真食品店和副食店中设置的清真专柜，距出售猪肉及其制品柜不足三米，加工、运输、计量等器具和冷库冷柜等食品容器没有专用，服务人员与非清真柜混岗的行为进行处罚,罚款
,,,
区民族宗教事务办公室,C0403800,对清真食品生产经营者违反少数民族风俗习惯，在经营场地食用回族等少数民族禁忌的食品的行为进行处罚,罚款
,,,
区民族宗教事务办公室,C0403900,对宗教教职人员其他违反法律、法规、规章的行为进行处罚,"其他,没收违法所得,没收非法财物,警告"
,,,
区民族宗教事务办公室,C0404000,对宗教团体、宗教院校、宗教活动场所拒不接受行政管理机关依法实施的监督管理的行为进行处罚,"没收违法所得,没收非法财物,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0404100,对为违法宗教活动提供条件的行为进行处罚,"没收违法所得,没收非法财物,警告,罚款"
,,,
,,,
区民族宗教事务办公室,C0404200,对宗教活动场所将用于宗教活动的房屋、构筑物及其附属的宗教教职人员生活用房转让、抵押或者作为实物投资的行为进行处罚 ,"没收违法所得,没收非法财物,吊销许可证或营业执照"
,,,
区民族宗教事务办公室,C0404300,对宗教教职人员受境外势力支配，擅自接受境外宗教团体或者机构委任教职，以及其他违背宗教的独立自主自办原则的行为进行处罚,"其他,没收违法所得,没收非法财物,警告"
,,,
,,,
区民族宗教事务办公室,C0404400,对宗教教职人员违反国家有关规定接受境内外捐赠的行为进行处罚,"其他,没收违法所得,没收非法财物,警告"
,,,
,,,
区民族宗教事务办公室,C0404500,对宗教团体、宗教院校、宗教活动场所未按规定办理变更登记或者备案手续的行为进行处罚,"没收违法所得,没收非法财物,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0404600,对违反国家有关财务、会计、资产、税收管理规定的行为进行处罚,吊销许可证或营业执照
,,,
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0404700,对宗教教职人员宣扬、支持、资助宗教极端主义，破坏民族团结、分裂国家和进行恐怖活动或者参与相关活动的行为进行处罚,"其他,没收违法所得,没收非法财物,警告"
,,,
区民族宗教事务办公室,C0404800,对宗教教职人员组织、主持未经批准的在宗教活动场所外举行的宗教活动的行为进行处罚,"其他,没收违法所得,没收非法财物,警告"
,,,
,,,
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0404900,对临时活动地点的活动违反《宗教事务条例》及《宗教临时活动地点审批管理办法》相关规定的行为进行处罚,"其他,没收违法所得,没收非法财物"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0405000,对投资、承包经营宗教活动场所或者大型露天宗教造像的行为进行处罚,"没收违法所得,吊销许可证或营业执照"
,,,
,,,
区民族宗教事务办公室,C0405100,对宗教院校违反培养目标、办学章程和课程设置要求的行为进行处罚 ,"没收违法所得,没收非法财物"
,,,
区民族宗教事务办公室,C0405200,对擅自设立宗教活动场所，宗教活动场所已被撤销登记或者吊销登记证书仍然进行宗教活动的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0405300,对宣扬、支持、资助宗教极端主义，或者利用宗教进行危害国家安全、公共安全，破坏民族团结、分裂国家和恐怖活动，侵犯公民人身权利、民主权利，妨害社会管理秩序，侵犯公私财产等行为进行处罚,吊销许可证或营业执照
,,,
,,,
,,,
,,,
区民族宗教事务办公室,C0405400,对宗教团体、宗教院校、宗教活动场所违反国家有关规定接受境内外捐赠的行为进行处罚,"没收违法所得,没收非法财物,吊销许可证或营业执照"
,,,
,,,
,,,
区民族宗教事务办公室,C0405500,对在宗教活动场所、宗教院校、指定的临时活动地点以外的公共场所、办公场所、生产经营场所传教的行为进行处罚,"没收违法所得,没收非法财物,警告,罚款"
,,,
区民族宗教事务办公室,C0405600,对在宗教活动场所以外的公共场所设置宗教设施的行为进行处罚,"没收违法所得,没收非法财物,警告,罚款"
,,,
区民族宗教事务办公室,C0405700,对以举办夏（冬）令营、研学旅行等方式传教或者开展宗教方面的教育培训活动的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
区民族宗教事务办公室,C0405800,对在寺观教堂外修建大型露天宗教造像以外的其他露天宗教造像的行为进行处罚,"没收违法所得,没收非法财物,警告,罚款"
,,,
