唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
1afd9d1f-5fe2-4545-a204-bfa27d84952a,北京法之苑文化传播有限公司,91110228770439618P,张*芸,(京)文执罚 〔2025〕第100008号,从事出版物发行业务的单位、个人不按规定接受年度核验,该单位于2022年换领《出版物经营许可证》，从事出版物发行业务，未按出版行政主管部门的规定于2024年4月1日至4月26日参加2024年出版物发行单位年度核验线上填报与审核，未按出版行政主管部门的规定于2024年4月28日至5月30日参加2024年出版物发行单位年度核验现场审核，未按出版行政主管部门的规定于2024年7月22日至8月2日参加2024年出版物发行单位年度核验补检，该单位存在从事出版物发行业务的单位不按规定接受年度核检的违法行为，该单位不按规定接受年度核检1次，无违法所得。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/3/26,2099/12/31,2025/9/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:06
69c80654-d557-4c86-b9f1-82396c3d1208,北京信诚书香图书有限公司,91110105685130886H,李*黄,(京)文执罚 〔2024〕第100078号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京信诚书香图书有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/5/15,2099/12/31,2024/11/15,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
70c835ee-cf9b-40bd-a9d6-793dd9c4ffed,北京童心童画艺术教育咨询有限公司,91110115MA01HRTJ4U,李*国,(京)文执罚 〔2025〕第100012号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京童心童画艺术教育咨询有限公司于2024年期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/3/26,2099/12/31,2025/9/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:07
cefb08fb-d84f-4a90-8216-af0b106e06ab,超码科技（北京）有限公司,91110105MA01C8HX30,王*,(京)文执罚 〔2024〕第100061号,从事出版物发行业务的单位、个人不按规定接受年度核验,超码科技（北京）有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/28,2099/12/31,2024/10/28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
35d3655f-5e20-4f26-87cc-9f6f97fad51a,北京恒持文化发展有限公司,91110106551418286M,常*雁,(京)文执罚 〔2024〕第100056号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京恒持文化发展有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/22,2099/12/31,2024/10/22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
5a19d635-c0a4-4ea5-a1ec-236f3a125402,北京中地博宝玉石文化有限公司,91110102757732895K,於*晋,(京)文执罚 〔2024〕第100050号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京中地博宝玉石文化有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/19,2099/12/31,2024/10/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
72add5ae-23b5-4273-b97c-315de18cf618,中国美术出版总社有限公司,9111000040000756XT,周*,(京)文执罚 〔2024〕第100081号,从事出版物发行业务的单位、个人不按规定接受年度核验,中国美术出版总社有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/5/29,2099/12/31,2024/11/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
ad457952-c07b-43ef-9f73-f39a0b1db97e,北京文昌文化有限责任公司,911101087002768337,杨*涛,(京)文执罚 〔2023〕第100171号,从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,北京文昌文化有限责任公司于2022年10月01日与2023年01月08日期间，存在从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据的违法行为。,《出版物市场管理规定》第三十七条第（一）项,警告;罚款,1.警告;2.罚款人民币壹万元。,1,2023/12/6,2099/12/31,2024/6/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:34
f0495244-bfe1-43d7-87c0-6c4f72f7491d,博观书海（北京）文化传媒有限公司,91110115MA7NAC710F,李*,(京)文执罚 〔2024〕第100097号,从事出版物发行业务的单位、个人不按规定接受年度核验,博观书海（北京）文化传媒有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/6/21,2099/12/31,2024/12/21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,21/6/2024 17:19:24
11bca8b6-0fe8-4428-a62b-3eedc32f0d9c,北京九合天下文化传播有限公司,91110108351590209K,张*罡,(京)文执罚 〔2024〕第100093号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京九合天下文化传播有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/6/21,2099/12/31,2024/12/21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,21/6/2024 17:19:33
68c95e0b-5c7a-4460-b13c-a39fe252bef2,昫爸教育科技（北京）有限公司,91110105MA00H4TX5G,李*华,(京)文执罚 〔2024〕第100066号,从事出版物发行业务的单位、个人不按规定接受年度核验,昫爸教育科技（北京）有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/5/9,2099/12/31,2024/11/9,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
af178f95-fc8d-4a6f-b268-ee3e0f0ffeea,北京思高乐教育科技有限公司,911101083515990275,郭*德,(京)文执罚 〔2024〕第100114号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京思高乐教育科技有限公司于2023年3月27日至5月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2024/7/25,2099/12/31,2025/1/25,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:45
e7284086-c8ec-4590-8f21-5bf8a7c2ae93,北京口袋时尚科技有限公司,91110105575219505U,王*,(京)文执罚 〔2023〕第100119号,提供出版物网络交易平台服务的经营者未按《出版物市场管理规定》履行有关审查及管理责任,北京口袋时尚科技有限公司于2023年06月09日与2023年06月26日期间，存在提供出版物网络交易平台服务的经营者未按《出版物市场管理规定》履行有关审查及管理责任。,《出版物市场管理规定》第三十七条第（十）项,警告;罚款,1.警告;2.罚款人民币壹仟元。,0.1,2023/9/4,2099/12/31,2024/3/4,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:45
f8bdd619-1ec3-468e-a1e3-b49e575e78ce,北京中图和讯文化发展有限公司,91110108562097035K,张*,(京)文执罚 〔2023〕第400157号,从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,北京中图和讯文化发展有限公司于2023年05月24日与2023年06月01日期间，存在从事出版物发行业务的单位未能提供近两年的出版物发行进销货清单等有关非财务票据的行为。,《出版物市场管理规定》第三十七条第（一）项,警告;罚款,1.警告;2.罚款人民币贰万元。,2,2023/7/18,2099/12/31,2024/1/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:23
44be385b-66e8-4c86-97df-57577b1f0fb9,北京澄心堂文化传播有限公司,91110106694956989A,刘*,(京)文执罚 〔2023〕第100127号,从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,"1.警告；
 2.罚款人民币壹仟元。",《出版物市场管理规定》第三十七条第（一）项,警告;罚款,1.警告;2.罚款人民币壹仟元。,0.1,2023/9/19,2099/12/31,2024/3/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:26
7d93ed0a-fe0a-42f4-9c82-df22286af9e4,人民美术出版社有限公司,91110101685791123M,周*,(京)文执罚 〔2024〕第100079号,从事出版物发行业务的单位、个人不按规定接受年度核验,人民美术出版社有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/5/29,2099/12/31,2024/11/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
e0ad4000-8879-4cb8-b253-4ef6e7859ac0,北京石页文化传媒有限公司,91110114MA007N0H7C,刘*,(京)文执罚 〔2023〕第100166号,从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,"北京石页文化传媒有限公司因未能提供近两年的出版物发行进销货清单等有关非财务票据，处罚如下：
1.警告;
2.罚款人民币叁万元。",《出版物市场管理规定》第三十七条第（一）项,警告;罚款,1.警告;2.罚款人民币叁万元。,3,2023/11/29,2099/12/31,2024/5/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:23
eff2c333-f32f-446f-b0e9-e42e69fc49c9,蓝鲸读书汇教育科技（北京）有限公司,91110108MA7DWWETXE,李*林,(京)文执罚 〔2025〕第100015号,从事出版物发行业务的单位、个人不按规定接受年度核验,蓝鲸读书汇教育科技（北京）有限公司于2022年8月申领《出版物经营许可证》，从事出版物发行业务，未按出版行政主管部门的规定于2024年4月1日至4月26日参加2024年出版物发行单位年度核验线上填报与审核，未按出版行政主管部门的规定于2024年4月28日至5月30日参加2024年出版物发行单位年度核验现场审核，未按出版行政主管部门的规定于2024年7月22日至8月2日完成2024年出版物发行单位年度核验补检，该单位存在从事出版物发行业务的单位不按规定接受年度核检的违法行为，该单位不按规定接受年度核检1次，无违法所得。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/3/26,2099/12/31,2025/9/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:08
3ea96f7d-d28f-4b55-94fd-3e484ca328e4,北京华夏长鸿文化传媒集团有限公司,91110108089666430J,张*军,(京)文执罚 〔2023〕第100169号,从事出版物发行业务的单位、个人张贴、散发、登载有法律、法规禁止内容的或者有欺诈性文字、与事实不符的征订单、广告和宣传画,北京华夏长鸿文化传媒集团有限公司存在从事出版物发行业务的单位、个人张贴、散发、登载有法律、法规禁止内容的或者有欺诈性文字、与事实不符的征订单、广告和宣传画的违法行为。,《出版物市场管理规定》第三十七条第（三）项,警告;罚款,1.警告;2.罚款人民币壹仟元。,0.1,2023/12/4,2099/12/31,2024/6/4,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:24
5eefebd6-c321-4dfb-b61b-9e2f9339736f,学乐悦读（北京）文化发展有限公司,91110105MA04FMMF5B,黄*雄,(京)文执罚 〔2025〕第100009号,从事出版物发行业务的单位、个人不按规定接受年度核验,学乐悦读（北京）文化发展有限公司于2024年期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/3/26,2099/12/31,2025/9/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:05
16529038-37c3-485f-8aed-84cc40a18bd1,沁心润智（北京）教育咨询有限责任公司,91110102067289873A,施*,(京)文执罚 〔2024〕第100092号,从事出版物发行业务的单位、个人不按规定接受年度核验,沁心润智（北京）教育咨询有限责任公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/6/21,2099/12/31,2024/12/21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,21/6/2024 17:19:25
91024d27-ce3b-4938-a817-e57898f932d4,北京智佳科技有限责任公司,91110108102043781N,付*斌,(京)文执罚 〔2025〕第100006号,从事出版物发行业务的单位、个人不按规定接受年度核验,该单位于2022年换领《出版物经营许可证》，从事出版物发行业务，未按出版行政主管部门的规定于2024年4月1日至4月26日参加2024年出版物发行单位年度核验线上填报与审核，未按出版行政主管部门的规定于2024年4月28日至5月30日参加2024年出版物发行单位年度核验现场审核，未按出版行政主管部门的规定于2024年7月22日至8月2日参加2024年出版物发行单位年度核验补检，该单位存在从事出版物发行业务的单位不按规定接受年度核检的违法行为，该单位不按规定接受年度核检1次，无违法所得。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/3/26,2099/12/31,2025/9/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:05
21f265b7-74c0-4ca2-9a97-802ef5eb7da4, 北京守正华文图书有限公司,91110105MABTJE0724,张*,(京)文执罚 〔2025〕第100019号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京守正华文图书有限公司于2024年期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币500元。,0.05,2025/4/2,2099/12/31,2025/10/2,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:04
5dda12aa-622e-418e-9df2-218585d71034,天地中道（北京）文化传媒有限公司,91110102674268767W,池*利,(京)文执罚 〔2024〕第100051号,从事出版物发行业务的单位、个人不按规定接受年度核验,1.警告；2.罚款人民币500元。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/19,2099/12/31,2024/10/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:26
62c02ef6-ff5d-46d0-ba03-853cc615d8bc,北京童趣童乐文化有限公司,911101056923242755,杨*霞,(京)文执罚 〔2023〕第400296号,出版物经营许可证未在经营场所明显处张挂或者未在网页醒目位置公开出版物经营许可证和营业执照登载的有关信息或者链接标识,北京童趣童乐文化有限公司于2023年08月28日与2023年09月19日期间，存在出版物经营许可证未在经营场所明显处张挂或者未在网页醒目位置公开出版物经营许可证和营业执照登载的有关信息或者链接标识的行为。,"《出版物市场管理规定》第三十七条第（五）项

",警告;罚款,1.警告;2.罚款人民币壹仟元。,0.1,2023/11/9,2099/12/31,2024/5/9,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:30
65ad3c13-44fe-46e8-a763-2a195d90ed62,北京自博科技有限公司,91110101101472613Y,刘*德,(京)文执罚 〔2024〕第100052号,从事出版物发行业务的单位、个人不按规定接受年度核验,1.警告；2.罚款人民币500元。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/19,2099/12/31,2024/10/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
1012be1f-f442-4bcf-b6a6-4358f9db8ec5,北京金镜头文化发展有限公司,91110108MA0185072C,丛*辉,(京)文执罚 〔2024〕第100105号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京金镜头文化发展有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币伍佰元。,0.05,2024/7/5,2099/12/31,2025/1/5,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:41
12510536-5efb-4e73-84e5-e0fb0479f417,北京诗词之友文化发展中心,911101027177949018,张*峰,(京)文执罚 〔2024〕第100058号,从事出版物发行业务的单位、个人不按规定接受年度核验,1.警告；2.罚款人民币500元。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/23,2099/12/31,2024/10/23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
2a6055a7-f115-4c9a-8506-2b18ea112a79,北京荣观紫燕图书发行有限公司,91110105055569720B,韩*,(京)文执罚 〔2024〕第100055号,从事出版物发行业务的单位、个人不按规定接受年度核验,1.警告；2.罚款人民币500元。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/22,2099/12/31,2024/10/22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
318d6674-ef66-47b9-b454-5f891b7a45f7,北京皓喆文化传媒有限公司,91110115MABX2G2UXH,周*夫,(京)文执罚 〔2024〕第100053号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京皓喆文化传媒有限公司于2023年03月27日与2023年05月26日期间，存在从事出版物发行业务的单位、个人不按规定接受年度核验的违法行为。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告;2.罚款人民币伍佰元。,0.05,2024/4/22,2099/12/31,2024/10/22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
6a5f46b6-38ba-4e81-93ec-23cd52c68152,北京公采文化传媒有限责任公司,91110102306316518Q,何*,(京)文执罚 〔2024〕第100119号,从事出版物发行业务的单位、个人不按规定接受年度核验,北京公采文化传媒有限责任公司于2023年3月27日至2023年5月26日期间存在从事出版物发行业务的单位不按规定接受年度核验的违法行为。该单位仍在从事出版物发行业务，但未按规定接受2023年年度核验。该单位未按规定接受年度核验1次，无违法经营额，无违法所得。,《出版物市场管理规定》第三十七条第（十二）项,警告;罚款,1.警告；2.罚款人民币伍佰元。,0.05,2024/8/7,2099/12/31,2025/2/7,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:46
