唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
af7ade65-4cca-4f3b-bc6f-96b3829186eb,北京看理想文化传媒有限公司,91110107318016272A,刘*琳,(京)文执罚 〔2024〕第300095号,擅自从事互联网视听节目服务,北京看理想文化传媒有限公司于2023年8月至2024年8月期间，存在擅自从事互联网视听节目服务。,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元。,0.3,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:49
4d4f4858-bd0f-453e-bd4c-f9047a5b2c84,北京灵犀深智科技有限公司,91110114MACB6H0LXE,曹*冬,(京)文执罚 〔2024〕第300081号,擅自从事互联网视听节目服务,北京灵犀深智科技有限公司于2024年3月至2024年8月期间，存在擅自从事互联网视听节目服务。,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告,警告。,,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:46
d7b7ab57-5c43-4c61-843c-b313e334ba38,北京珝祎科技有限公司,91110108554843704G,郭*云,(京)文执罚 〔2023〕第300109号,擅自从事互联网视听节目服务,北京珝祎科技有限公司于2023年01月与2023年09月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/9/20,2099/12/31,2024/9/20 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:22
fb97b6e2-169d-4a8b-9d93-71a50d6fdf08,北京逸画国际文化传媒有限公司,91110105358313765C,王*冰,(京)文执罚 〔2023〕第300117号,擅自从事互联网视听节目服务,北京逸画国际文化传媒有限公司于2023年05月与2023年08月期间，存在擅自从事互联网视听节目服务的行为,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/10/9,2099/12/31,2024/10/9 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:36
202c4451-d99e-4928-8b88-7f017e924e16,北京摩迅筑路机械有限公司,91110111693264219K,方*仙,(京)文执罚 〔2023〕第300119号,擅自从事互联网视听节目服务,北京摩迅筑路机械有限公司于2023年01月至2023年09月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/10/11,2099/12/31,2024/10/11 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:39
a5e298e7-1d6f-465e-a854-a5522fe8d1c7,悦享星光（北京）科技有限公司,91110105MA004DLP2B,张*,(京)文执罚 〔2023〕第300084号,擅自从事互联网视听节目服务,悦享星光（北京）科技有限公司于2023年07月24日与2023年08月08日期间，存在擅自从事互联网视听节目服务行为,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/9/3,2099/12/31,2024/9/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:27
c8fda6d0-a060-4a7f-85cb-a47adfa5022b,北京君新科技有限公司,91110106MA02MJU28B,欧*涛,(京)文执罚 〔2023〕第300040号,擅自从事互联网视听节目服务,北京君新科技有限公司于2023年04月与2023年05月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/6/27,2099/12/31,2024/6/27 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:36
d520fb2a-a4b5-42a4-a46d-2a5bc056a81a,北京对花科技有限公司,91110108MA01DEJ401,童*斌,(京)文执罚 〔2023〕第300132号,擅自从事互联网视听节目服务,北京对花科技有限公司于2022年12月与2023年11月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/11/24,2099/12/31,2024/11/24 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:27
d9798cc9-d270-4454-9b87-b9eb7e12bf61,北京丽柜文化传媒有限公司,911101087376838032,刘*,(京)文执罚 〔2024〕第400192号,传播的视听节目含禁止内容,"北京丽柜文化传媒有限公司于2024年7月2日至2024年8月19日期间,存在传播的视听节目含禁止内容的行为，违法所得300元。",《互联网视听节目服务管理规定》第二十四条第二款与《中华人民共和国行政处罚法》第二十八条第二款,警告;罚款;没收违法所得、没收非法财物,1.警告；2.没收违法所得人民币叁佰元；3.罚款人民币壹仟元。,0.1,2024/9/3,2099/12/31,2025/9/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:50
24a2fe2e-385b-4f55-9edd-6a83cbf882d0,中广影音（北京）文化传媒有限公司,91110105MA00AF5Q7K,孙*,(京)文执罚 〔2023〕第300083号,擅自从事互联网视听节目服务,中广影音（北京）文化传媒有限公司于2023年05月与2023年08月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/8/31,2099/12/31,2024/8/31 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:32
97a21d8b-5544-4bbb-8abe-69e8ac02718b,北京默契破冰科技有限公司,91110108344376159A,管*,(京)文执罚 〔2024〕第300075号,擅自从事互联网视听节目服务,北京默契破冰科技有限公司于2024年3月至2024年8月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告,警告。,,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:43
a03214d1-7dcd-4b0b-adf7-6818778c1d04,华游（北京）网络科技有限公司,91110108MACCK8FR75,张*宏,(京)文执罚 〔2024〕第300060号,擅自从事互联网视听节目服务,现已查实，该单位于 2023年11月至2024年07月期间，在未取得《信息网络传播视听节目许可证》或履行备案手续的情况下，通过所运营的手机端APP“花漾短剧”在线传播《替身姐妹第1集》《天价相亲第1集》等互联网视听节目，存在擅自从事互联网视听节目服务的违法行为，不含禁止内容，无违法所得，未造成严重后果。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/8/14,2099/12/31,2025/8/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:41
c7ed2a84-5db2-467a-b2ab-a66e3b6cd305,北京智德典康电子商务有限公司,911101088021024988,肖*文,(京)文执罚 〔2024〕第300047号,未按照《信息网络传播视听节目许可证》载明或备案的事项从事互联网视听节目服务,北京智德典康电子商务有限公司于2024年02月至2024年03月期间，存在未按照《信息网络传播视听节目许可证》载明或备案的事项从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第三款,警告;罚款,1.警告;2.罚款人民币伍仟元。,0.5,2024/6/12,2099/12/31,2025/6/12 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
da9549a6-228f-4e57-b2aa-0b33c06263f2,工控网（北京）信息技术股份有限公司,911101086003777923,潘*章,(京)文执罚 〔2024〕第300043号,擅自从事互联网视听节目服务,工控网（北京）信息技术股份有限公司于2023年08月与2024年03月期间，存在擅自从事互联网视听节目服务的违法行为。,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/6/4,2099/12/31,2025/6/4 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
991508ba-ede5-41ce-ac5a-4aba33004bd9,北京掌中科技有限公司,91110114MA7GDQJE1E,贾*,(京)文执罚 〔2024〕第300058号,擅自从事互联网视听节目服务,北京掌中科技有限公司于 2023年10月至2024年6月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处 3 万元以下罚款; 情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元。,0.3,2024/8/5,2099/12/31,2025/8/5 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:48
cb11af0a-e1b6-4ccf-8705-38728d9377c7,北京加油干科技有限公司,91110105MACB4G5G7T,黎*平,(京)文执罚 〔2024〕第300040号,擅自从事互联网视听节目服务,北京加油干科技有限公司于2023年05月与2024年03月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/5/15,2099/12/31,2025/5/15 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
15a670b5-d0fa-45eb-9f1d-f77fc3b5ac2a,北京易橙天下科技有限公司,91110108563689278Q,张*君,(京)文执罚 〔2024〕第300046号,擅自从事互联网视听节目服务,北京易橙天下科技有限公司于2022年10月至2023年12月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/6/12,2099/12/31,2025/6/12 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
23fc449f-5543-49ae-aee2-4dc39b2d533a,北京半步成诗文化传媒有限公司,91110106MA02MJRF54,马*刚,(京)文执罚 〔2023〕第300107号,擅自从事互联网视听节目服务,北京半步成诗文化传媒有限公司于2023年04月与2023年09月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/9/20,2099/12/31,2024/9/20 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:40
387a2feb-1ae0-42e0-b268-f602575c5b09,北京快娱互动科技有限公司,91110108MA004EGK23,涂*,(京)文执罚 〔2024〕第300083号,擅自从事互联网视听节目服务,北京快娱互动科技有限公司于2023年12月至2024年7月期间，存在擅自从事互联网视听节目服务。,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元元;,0.3,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:46
7208aec5-cdf4-4ff4-8927-e25ba24df3af,北京我还年轻文化科技有限公司,91110106MACPDRY37F,吴*红,(京)文执罚 〔2024〕第300126号,擅自从事互联网视听节目服务,北京我还年轻文化科技有限公司于2023年12月至2024年11月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,1.警告;,,2024/12/3,2099/12/31,2025/12/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:52
dec9c8d8-97d1-4161-aa6b-38d1e3a3687b,精美（北京）科技有限公司,91110108MA002NQY4C,殷*颖,(京)文执罚 〔2024〕第300053号,擅自从事互联网视听节目服务,精美（北京）科技有限公司于2023年05月与2024年05月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/7/2,2099/12/31,2025/7/2 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:45
2f7adef2-6479-4817-9018-5f20151dfe15,肖*,,,(京)文执罚 〔2023〕第400321号,网络音视频服务提供者未针对未成年人使用其服务设置相应的时间管理、权限管理、消费管理等功能和擅自从事互联网视听节目服务,"当事人的行为违反了《中华人民共和国未成年人保护法》第七十四条第二款和《互联网视听节目服务管理规定》第七条第二款的规定，依据《中华人民共和国未成年人保护法》第一百二十七条和《互联网视听节目服务管理规定》第二十四条第一款的规定,参照《北京市文化市场综合执法行政处罚基准》，对当事人作出行政处罚如下：1.没收违法所得人民币玖拾贰元壹角肆分;2.警告;3.罚款人民币拾万伍仟元。",《中华人民共和国未成年人保护法》第一百二十七条和《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款;没收违法所得、没收非法财物,1.没收违法所得人民币玖拾贰元壹角肆分;2.警告;3.罚款人民币拾万伍仟元。,10.5,2023/12/8,2099/12/31,2024/12/8 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,自然人,13/6/2024 17:22:33
6c4f8e9d-5f18-489c-ad3e-1e5074506cd5,北京优视米网络科技有限公司,91110108662186561M,邓*鑫,(京)文执罚 〔2024〕第300037号,擅自在互联网上使用广播电视专有名称开展业务,北京优视米网络科技有限公司于2020年06月至2024年03月期间，存在擅自在互联网上使用广播电视专有名称开展业务。,《互联网视听节目服务管理规定》第二十三条第一款第（一）项,警告;罚款,1.警告;2.罚款人民币贰万元。,2,2024/4/22,2099/12/31,2024/10/22 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
76488cdc-e848-4a63-b5fb-790ae70fdbd9,北京圆心科技集团股份有限公司,91110105335500066Q,何*,(京)文执罚 〔2025〕第300019号,擅自从事互联网视听节目服务,北京圆心科技集团股份有限公司于2021年2月至2024年9月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处 3 万元以下罚款; 情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告,警告。,,2025/3/12,2099/12/31,2026/3/12 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,18/3/2025 10:30:46
c26a65c2-4fb8-4954-8af2-c85e1237b62c,北京六智信息技术股份有限公司,911101087951460293,史*六,(京)文执罚 〔2024〕第300080号,擅自从事互联网视听节目服务,北京六智信息技术股份有限公司于2022年10月至2024年8月期间，存在擅自从事互联网视听节目服务。,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款;情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告;罚款,1.警告;2.罚款叁仟元。,0.3,2024/9/14,2099/12/31,2025/9/14 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:46
cf869b81-762b-46f4-be91-c2caf34c4ede,朴林君（北京）科技有限公司,91110105MA04CL9F3J,温*旺,(京)文执罚 〔2024〕第300034号,擅自从事互联网视听节目服务,朴林君（北京）科技有限公司于2023年11月至2024年03月期间，存在擅自从事互联网视听节目服务.,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2024/4/17,2099/12/31,2025/4/17 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
eb83b849-9e3d-401c-9c1c-82031f26266e,北京鲲鹏云翼科技有限公司,91110116MA01QBC14A,季*飞,(京)文执罚 〔2024〕第300030号,擅自从事互联网视听节目服务,北京鲲鹏云翼科技有限公司于2022年02月至2024年02月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/3/29,2099/12/31,2025/3/29 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:32
26f8df4d-80a0-49a5-a36e-a5064d36146b,北京嚼指兄弟网络科技有限公司,91110105MA001FGPXF,陈*,(京)文执罚 〔2024〕第400157号,传播的视听节目含禁止内容,北京嚼指兄弟网络科技有限公司于2021年06月30日至2024年02月27日期间，存在传播《互联网视听节目服务管理规定》第十六条第（七）项所述渲染暴力的视听节目的行为，无违法所得,《互联网视听节目服务管理规定》第二十四条第二款,警告;罚款,1.警告;2.罚款伍仟元元;,0.5,2024/7/19,2099/12/31,2025/7/19 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:53
5d15c168-a1d9-46b3-8090-0dd62105bd72,北京万物明朗科技有限公司,91110108051356744R,林*旺,(京)文执罚 〔2023〕第300041号,擅自从事互联网视听节目服务,北京万物明朗科技有限公司于2022年10月与2023年05月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2023/6/27,2099/12/31,2024/6/27 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:29
680ab413-0808-412a-8c57-be4ee87dfddc,深圳市腾讯计算机系统有限公司,91110108772551611J,奚*,(京)文执罚 〔2023〕第400155号,传播的视听节目含禁止内容,    深圳市腾讯计算机系统有限公司于2016年06月与2023年06月期间，存在传播的视听节目含禁止内容,《互联网视听节目服务管理规定》第二十四条第二款,警告;罚款,1.警告;2.罚款人民币贰万元。,2,2023/7/4,2099/12/31,2024/7/4 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:40
886be043-ec24-411c-8765-4e42e2bd93a0,北京康智乐思网络科技有限公司,911101055960144611,柴*,(京)文执罚 〔2024〕第300045号,擅自从事互联网视听节目服务,北京康智乐思网络科技有限公司于2024年04月与2024年05月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告;罚款,1.警告;2.罚款人民币叁仟元。,0.3,2024/6/7,2099/12/31,2025/6/7 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
1ab45c26-651d-41f6-a3bd-3e1e280062e8,北京小川科技有限公司,91110108306527614W,王*军,(京)文执罚 〔2024〕第400160号,传播的视听节目含禁止内容,北京小川科技有限公司于2022年9月22日至2024年3月13日期间，存在传播的视听节目含禁止内容的行为，无违法所得。,《互联网视听节目服务管理规定》第二十四条第二款,警告;罚款,1.警告；2.罚款人民币伍仟元。,0.5,2024/7/24,2099/12/31,2025/7/24 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:48
4d3a5205-dc58-4518-949b-95bc8d320be2,北京燃旅传媒科技有限公司,91110101MA0080CA9D,杨*,(京)文执罚 〔2024〕第300069号,擅自从事互联网视听节目服务,北京燃旅传媒科技有限公司于2021年7月至2024年7月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款“擅自从事互联网视听节目服务的，由县级以上广播电影电视主管部门予以警告、责令改正，可并处3万元以下罚款; 情节严重的，根据《广播电视管理条例》第四十七条的规定予以处罚”,警告,警告。,,2024/9/3,2099/12/31,2025/9/3 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:50
62576e05-f190-4746-baaa-4d82a662cd8c,北京龙杰网大文化传媒有限公司,911101057832151381,朱*勇,(京)文执罚 〔2023〕第300131号,擅自从事互联网视听节目服务,北京龙杰网大文化传媒有限公司于2023年03月与2023年11月期间，存在擅自从事互联网视听节目服务,《互联网视听节目服务管理规定》第二十四条第一款,警告,警告。,,2023/11/24,2099/12/31,2024/11/24 0:00,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:36
