时间,企业名称,注册号,是否有效
2022/11/8 13:07:23,北京中公教育科技有限公司,1100009001100202211080254,09
2022/10/27 15:01:13,北京中公教育科技有限公司,1100009001100202210270383,09
2022/10/25 12:33:00,北京环球优路教育科技股份有限公司,1100009001100202210250262,09
2022/10/27 15:07:08,北京三快科技有限公司,1100009001100202210270391,09
2022/9/28 11:57:08,美甲美睫,1100009001100202209280226,09
2022/11/10 10:33:12,北京字节跳动科技有限公司,1100009001100202211100132,09
2022/11/10 15:17:39,北京有浪科技有限公司,1100009001100202211100402,09
2022/11/10 15:35:23,北京中公教育科技有限公司,1100009001100202211100411,09
2022/11/10 14:08:12,苹果电子产品商贸（北京）有限公司,1100009001100202211100317,09
2022/11/15 12:04:16,北京中公教育科技有限公司,1100009001100202211150267,09
2022/9/28 13:21:24,北京泰康拜博口腔医院有限公司,1100009001100202209280278,09
2022/9/28 13:48:02,北京慕远科技有限公司,1100009001100202209280345,09
2022/10/26 9:30:12,北京趣拿信息技术有限公司,1100009001100202210260086,09
2022/10/26 9:07:30,北京中公教育科技有限公司,1100009001100202210260056,09
2022/10/19 13:47:42,大中电器,1100009001100202210190348,09
2022/11/3 10:51:40,百度信息科技有限公司,1100009001100202211030166,09
2022/11/8 10:24:07,北京小桔科技有限公司,1100009001100202211080114,09
2022/11/8 10:42:23,北京寺库商贸有限公司,1100009001100202211080151,09
2022/11/30 13:20:59,北京美桔健康管理有限公司,1100009001100202211300125,09
2022/11/30 12:05:21,北京寺库商贸有限公司,1100009001100202211300079,09
2022/11/30 12:15:09,物美超市温泉凯盛店,1100009001100202211300104,09
2022/11/30 12:22:32,芝华士,1100009001100202211300083,09
2022/12/28 8:58:09,北京智趣天地教育科技有限公司,1101140421100202212280004,09
2022/9/19 8:41:34,北京微播视界科技有限公司,1100009001100202209190008,09
2022/9/19 8:46:14,北京快手科技有限公司,1100009001100202209190015,09
2022/8/31 14:23:18,北京世纪卓越信息技术有限公司,1100009001100202208310315,09
2022/8/31 14:29:23,高德软件有限公司,1100009001100202208310318,09
2022/9/2 15:46:54,北京中达浩创教育科技有限公司,1100009001100202209020421,09
2022/9/2 15:50:32,北京开课吧科技有限公司,1100009001100202209020424,09
2022/9/2 15:55:16,美凰专业祛眼袋,1100009001100202209020427,09
2022/10/18 10:16:40,北京中公教育科技有限公司,1100009001100202210180131,09
2022/12/13 15:44:33,北汽新能源祥盛通达店,1100009001100202212130206,09
2022/12/13 14:06:39,物美志新桥店,1100009001100202212130099,09
2022/12/21 14:13:25,北京寺库商贸有限公司,1100009001100202212210176,09
2022/12/21 15:44:33,北京金多乐商贸有限公司,1100009001100202212210210,09
2022/8/26 11:18:09,北京寺库商贸有限公司,1100009001100202208260189,09
2022/8/26 11:43:50,北京普瑞峰华商贸有限公司,1100009001100202208260200,09
2022/8/26 13:22:38,北京寺库商贸有限公司,1100009001100202208260228,09
2022/9/9 15:07:01,北京每日优鲜电子商务有限公司,1100009001100202209090356,09
2022/9/9 15:10:37,北京云上手邑国际幼儿园,1100009001100202209090358,09
2022/9/16 8:49:06,北京微播视界科技有限公司,1100009001100202209160006,09
2022/9/16 9:42:23,北京快手科技有限公司,1100009001100202209160054,09
2022/9/16 9:44:36,北京百福康环保科技有限公司,1100009001100202209160055,09
2022/9/16 8:41:47,北京快手科技有限公司,1100009001100202209160023,09
2022/9/20 11:10:44,阿合汽车通州马驹桥店,1100009001100202209200167,09
2022/9/20 11:26:19,北京寺库商贸有限公司,1100009001100202209200168,09
2022/9/20 10:42:44,北京三快科技有限公司,1100009001100202209200161,09
2022/9/20 11:02:20,华为授权店,1100009001100202209200165,09
2022/9/22 13:02:45,北京晨钟科技有限公司,1100009001100202209220237,09
2022/12/12 16:44:41,北京字节跳动,1100009001100202212120200,09
2022/12/12 16:05:12,小米科技有限责任公司,1100009001300202212120193,09
2022/12/12 17:03:28,北京快手科技有限公司,1100009001100202212120222,09
2022/9/7 9:43:21,北京开课吧科技有限公司,1100009001100202209070085,09
2022/9/9 10:11:58,北京龙威互动科技有限公司,1100009001100202209090103,09
2022/9/9 11:23:28,北京精神科技有限公司,1100009001100202209090165,09
2022/10/25 15:52:22,北京盈途教育科技有限公司,1100009001100202210250460,09
2022/10/25 14:32:35,北京联优生活住房租赁有限公司,1100009001100202210250388,09
2022/9/29 10:35:55,北京趣拿信息技术有限公司,1100009001100202209290143,09
2022/9/29 10:33:38,愈见幸福（北京）教育科技有限公司,1100009001100202209290128,09
2022/9/29 10:15:27,北京趣拿信息技术有限公司,1100009001100202209290107,09
2022/11/1 14:20:28,北京中公教育科技有限公司,1100009001100202211010366,09
2022/11/3 14:17:35,星驰在线（北京）教育科技有限公司,1100009001100202211030289,09
2022/12/2 9:04:20,中国建筑出版传媒有限公司,1100009001100202212020011,09
2022/12/2 9:33:20,北京盛森大成教育科技有限公司,1100009001100202212020042,09
2022/9/26 14:28:53,北京昌隆杰达商贸有限公司,1100009001100202209260352,09
2022/9/26 15:26:34,郭郭的小院烧烤小院渔火时代（文慧园店）,1100009001100202209260404,09
2022/9/26 15:28:25,北京学知鲸教育咨询有限公司,1100009001100202209260406,09
2022/9/26 13:59:01,民生银行信用卡中心,1100009001100202209260307,09
2022/10/20 10:03:02,北京转转精神科技有限责任公司,1100009001100202210200116,09
2022/10/27 9:49:23,北京快手科技有限公司,1100009001100202210270101,09
2022/11/2 12:54:12,北京字节跳动科技有限公司,1100009001100202211020252,09
2022/11/2 13:07:05,北京兴为科技集团有限公司,1100009001100202211020283,09
2022/11/14 10:47:48,北京伊顿教育咨询有限公司,1100009001100202211140167,09
2022/11/3 14:40:34,车优多汽车服务（北京）有限公司,1100009001100202211030378,09
2022/11/3 14:42:56,苹果电子产品商贸（北京）有限公司,1100009001100202211030379,09
2022/12/30 8:50:21,北京龙威互动科技有限公司,1100009001100202212300010,09
2022/9/30 16:22:01,北京微播视界科技有限公司,1100009001100202209300429,09
2022/9/30 16:49:02,北京微播视界科技有限公司,1100009001100202209300441,09
2022/10/12 14:31:24,北京中公教育科技有限公司,1100009001100202210120368,09
2022/10/12 15:30:50,北京金领途科技有限公司,1100009001100202210120441,09
2022/11/7 12:56:39,第七宝贝咨询服务（北京）有限公司,1100009001100202211070265,09
2022/11/7 13:04:35,北京快手科技有限公司,1100009001100202211070267,09
2022/11/10 12:00:23,北京寺库商贸有限公司,1100009001100202211100224,09
2022/11/25 15:18:33,致美生活（北京）科技有限公司,1100009001100202211250179,09
2022/11/25 14:40:46,北京中公教育科技有限公司,1100009001100202211250162,09
2022/10/11 9:04:37,北京中公教育科技有限公司,1100009001100202210110047,09
2022/10/11 9:31:39,北京量子之歌科技有限公司,1100009001100202210110070,09
2022/12/19 11:00:15,车优多汽车服务（北京）有限公司,1100009001100202212190070,09
2022/12/19 10:43:11,荣昌耀华网络技术（北京）有限公司,1100009001100202212190069,09
2022/12/23 9:48:46,北京中公教育科技有限公司,1100009001100202212230011,09
2022/12/23 9:24:24,索尼专卖店,1100009001100202212230048,09
2022/10/11 10:14:59,北京读我科技有限公司,1100009001100202210110143,09
2022/10/11 9:58:46,北京安博新丝路教育培训集团,1100009001100202210110094,09
2022/10/17 13:50:43,北京微播视界科技有限公司,1100009001100202210170342,09
2022/10/17 12:00:28,北京中公教育科技有限公司,1100009001100202210170252,09
2022/10/21 9:11:43,爱康国宾北京总公司,1100009001100202210210054,09
2022/10/21 9:13:54,北京快手科技有限公司,1100009001100202210210060,09
2022/10/21 9:53:00,北京中公教育科技有限公司,1100009001100202210210112,09
2022/10/21 8:58:16,北京拓海国际教育科技有限公司,1100009001100202210210019,09
2022/10/21 9:18:04,北京中公教育科技有限公司,1100009001100202210210068,09
2022/11/1 11:02:41,北京寺库商贸有限公司,1100009001100202211010165,09
2022/11/1 10:07:54,竞技网络技术有限公司,1100009001100202211010116,09
2022/11/7 11:17:34,北京华顺拓启科技有限公司,1100009001300202211070177,09
2022/11/7 11:18:54,北京新七天电子商务技术股份有限公司,1100009001100202211070179,09
2022/10/17 14:30:05,北京百度网讯科技有限公司,1100009001100202210170385,09
2022/10/17 14:38:33,北京快手科技有限公司,1100009001100202210170392,09
2022/10/17 15:14:11,北京中公教育科技有限公司,1100009001100202210170429,09
2022/10/17 15:21:15,北京中公教育科技有限公司,1100009001100202210170434,09
2022/10/17 15:29:28,北京中公教育科技有限公司,1100009001100202210170439,09
2022/8/24 10:19:57,北京微播视界科技有限公司,1100009001100202208240149,09
2022/8/24 10:31:07,北京市大中家用电器连锁销售有限公司,1100009001100202208240158,09
2022/8/29 10:31:54,北派修脚常营店,1100009001100202208290128,09
2022/8/29 10:34:50,北京美世联合国际教育咨询有限公司,1100009001100202208290132,09
2022/8/29 10:38:24,优酷信息技术（北京）有限公司,1100009001100202208290136,09
2022/8/29 10:40:39,北京开课吧科技有限公司,1100009001100202208290137,09
2022/8/29 9:58:18,青松博慧（北京）教育科技有限公司,1100009001100202208290099,09
2022/9/21 11:03:23,北京微播视界科技有限公司,1100009001100202209210172,09
2022/9/22 8:45:59,快乐娃玉泉路店,1100009001100202209220010,09
2022/9/22 9:19:53,每日优鲜,1100009001100202209220067,09
2022/10/17 15:35:37,北京中公教育科技有限公司,1100009001100202210170446,09
2022/10/17 14:09:43,北京中公教育,1100009001100202210170361,09
2022/10/17 14:39:45,北京趣拿信息技术有限公司,1100009001100202210170394,09
2022/11/7 15:12:12,中公教育北京总部,1100009001100202211070389,09
2022/11/7 15:26:50,北京瓦力网络科技有限公司,1100009001100202211070421,09
2022/11/7 13:57:50,北京中公教育科技有限公司,1100009001100202211070314,09
2022/11/7 15:49:03,竞技世界（北京）网络技术有限公司,1100009001100202211070440,09
2022/11/7 14:00:14,北京中公教育科技有限公司,1100009001100202211070319,09
2022/12/20 12:45:52,央广幸福购物（北京）有限公司,1100009001100202212200091,09
2022/12/14 10:07:22,北京畅游时代数码技术有限公司,1100009001100202212140046,09
2022/12/14 11:19:49,完美世界北京商业科技公司,1100009001100202212140068,09
2022/12/15 16:09:44,北京小爆兽科技有限公司,1101130421100202212150167,09
2022/12/15 16:16:47,三星（中国）投资有限公司,1100009001100202212150170,09
2022/12/15 17:07:08,北京大麦文化传媒发展有限公司,1100009001100202212150179,09
2022/12/15 16:31:22,小叶子钢琴,1100009001100202212150174,09
2022/12/15 16:36:02,北京寺库商贸有限公司,1100009001100202212150175,09
2022/9/6 15:53:02,北京每日优鲜电子商务有限公司,1100009001100202209060483,09
2022/9/6 14:56:46,北京寺库商贸有限公司,1100009001100202209060413,09
2022/9/6 15:20:19,达达商城,1100009001100202209060432,09
2022/9/27 10:38:32,顺和恒通商贸有限公司,1100009001100202209270134,09
2022/9/27 11:19:24,清欣雅室,1100009001100202209270173,09
2022/10/21 16:34:33,北京华奥汽车服务股份有限公司,1100009001100202210210531,09
2022/11/2 9:20:55,北京中公教育科技有限公司,1100009001100202211020067,09
2022/11/2 10:06:26,北京泡泡玛特文化创意有限公司,1100009001100202211020112,09
2022/11/2 10:41:26,北京寺库商贸有限公司,1100009001100202211020158,09
2022/11/2 10:46:20,臻享学教育科技（北京）有限公司,1100009001100202211020165,09
2022/11/22 13:28:57,北京家乐福商业有限公司新顺店,1101130421100202211220026,09
2022/10/25 8:50:20,北京快手科技有限公司,1100009001100202210250013,09
2022/10/25 9:13:01,北京视游互动科技有限公司,1100009001100202210250065,09
2022/12/2 11:38:30,京师环宇国际教育科技有限公司,1100009001100202212020097,09
2022/12/2 10:06:49,北京爱奇艺科技有限公司,1100009001100202212020057,09
2022/12/27 9:20:23,北京大麦文化传媒发展有限公司,1100009001100202212270019,09
2022/12/27 9:05:48,北京开课吧科技有限公司,1100009001100202212270030,09
2022/12/27 14:38:56,北京中公教育科技有限公司,1100009001100202212270359,09
2022/12/27 14:52:47,北京寺库商贸有限公司,1100009001100202212270383,09
2022/9/30 14:50:53,北京中公教育科技有限公司,1100009001100202209300237,09
2022/9/30 14:22:08,北京煜燃体育管理有限公司,1100009001100202209300315,09
2022/11/4 17:06:07,北京呗敏网络科技有限公司,1100009001100202211040553,09
2022/11/4 16:09:44,北京中公教育科技有限公司,1100009001100202211040497,09
2022/11/7 13:16:27,北京中公教育科技有限公司,1100009001100202211070284,09
2022/11/7 12:03:39,北京中公教育科技有限公司,1100009001100202211070206,09
2022/10/10 10:39:48,北京中公教育科技有限公司,1100009001100202210100157,09
2022/11/11 16:44:31,北京中公教育科技有限公司,1100009001100202211110466,09
2022/12/6 16:11:20,北京大麦文化传媒发展有限公司,1100009001100202212060226,09
2022/12/6 16:54:13,中国石化北京分公司,1100009001100202212060241,09
2022/12/22 11:15:26,北京中公教育科技有限公司,1100009001100202212220076,09
2022/12/22 10:32:18,北京小暴兽科技有限公司,1101130421100202212220055,09
2022/12/23 16:19:36,北京趣拿信息技术有限公司,1100009001100202212230203,09
2022/12/23 16:39:03,北京寺库商贸有限公司,1100009001100202212230212,09
2022/10/9 14:23:23,京东之家泰华龙旗购物中心,1100009001100202210090352,09
2022/10/9 14:41:09,锐健身（公主坟店）,1100009001100202210090369,09
2022/10/11 10:11:22,清河街道商业中心,1101080621100202210110123,09
2022/10/17 16:35:24,北京三快科技有限公司,1100009001100202210170521,09
2022/10/17 16:58:11,家具工厂店,1100009001100202210170548,09
2022/10/28 14:53:38,兴为教育,1100009001100202210280349,09
2022/11/1 11:23:07,北京东方春光康复医学研究院（普通合伙）,1100009001100202211010210,09
2022/10/13 10:42:04,北京中公教育科技有限公司,1100009001100202210130163,09
2022/10/13 10:51:24,北京元气达人科技有限公司,1100009001100202210130176,09
2022/9/16 10:41:20,北京鹏泰宝尊电子商务有限公司,1100009001100202209160143,09
2022/9/29 12:37:12,团结湖四川麻辣烫,1100009001100202209290237,09
2022/10/20 9:37:23,北京趣拿信息技术有限公司,1100009001100202210200084,09
2022/10/20 9:32:43,北京每日优鲜电子商务有限公司,1100009001100202210200076,09
2022/10/20 8:57:18,中国字节跳动公司,1100009001100202210200015,09
2022/10/20 8:59:29,北京紫钰装饰设计有限公司,1100009001100202210200041,09
2022/10/26 10:17:59,北京启华时代科技有限公司,1100009001100202210260141,09
2022/10/26 10:23:37,北京中公教育科技有限公司,1100009001100202210260149,09
2022/10/26 10:37:38,北京职尚教育科技有限公司,1100009001100202210260161,09
2022/10/27 13:50:55,佳诺伊人国际,1100009001100202210270306,09
2022/12/5 9:09:04,北京普思顿教育科技有限公司,1100009001100202212050014,09
2022/11/4 9:46:19,北京寺库商贸有限公司,1100009001100202211040095,09
2022/9/28 8:41:06,北京职尚教育科技有限公司,1100009001100202209280004,09
2022/9/28 8:42:28,VEROMODA,1100009001100202209280006,09
2022/12/27 13:34:44,北京开课吧科技有限公司,1100009001100202212270297,09
2022/9/30 13:10:38,善颐堂华清池修脚,1100009001100202209300216,09
2022/9/30 13:12:53,北京环球兴学科技发展有限公司,1100009001100202209300219,09
2022/10/12 9:52:36,北京寺库商贸有限公司,1100009001100202210120104,09
2022/10/12 11:59:48,北京快手科技有限公司,1100009001100202210120229,09
2022/10/12 12:01:17,北京一只船教育科技有限公司,1100009001100202210120231,09
2022/10/28 16:26:12,北京博习园教育科技有限公司,1100009001100202210280445,09
2022/10/28 16:04:06,北京健康护航科技有限公司,1100009001100202210280416,09
2022/10/28 16:36:07,夏普（中国）投资有限公司,1100009001100202210280475,09
2022/10/9 9:34:54,北京山川汇景注册安全工程师事务所有限公司,1100009001100202210090075,09
2022/10/9 9:36:52,中公教育,1100009001100202210090076,09
2022/10/9 9:40:44,北京中公教育科技有限公司,1100009001100202210090079,09
2022/10/9 9:23:06,北京智者天下科技有限公司,1100009001100202210090062,09
2022/10/9 9:28:36,北京中公教育科技有限公司,1100009001100202210090067,09
2022/10/10 15:48:03,北京滴滴出行科技有限公司,1100009001100202210100387,09
2022/10/10 15:58:24,北京抖音信息服务有限公司,1100009001100202210100437,09
2022/10/10 16:24:22,北京大麦文化传媒发展有限公司,1100009001100202210100454,09
2022/10/12 10:28:31,北京盈之宝汽车销售服务有限公司,1100009001100202210120138,09
2022/10/12 10:59:30,ZZX,1100009001100202210120169,09
2022/10/12 11:06:05,薛记炒货,1100009001100202210120174,09
2022/11/9 16:00:45,孚惠教育,1100009001100202211090456,09
2022/11/9 16:07:47,ONEDAY,1100009001100202211090461,09
2022/12/28 14:39:17,北京趣拿信息技术有限公司,1100009001100202212280332,09
2022/12/28 14:43:21,北京大麦文化传媒发展有限公司,1100009001100202212280336,09
2022/10/10 9:54:30,北京寺库商贸有限公司,1100009001100202210100031,09
2022/10/10 9:41:44,苹果电子产品商贸（北京）有限公司,1100009001100202210100086,09
2022/10/10 9:44:48,无名商家,1100009001100202210100091,09
2022/10/12 9:22:07,北京中公教育科技有限公司,1100009001100202210120072,09
2022/10/12 9:41:25,云岗物美大卖场,1100009001100202210120093,09
2022/10/14 11:12:46,北京中公教育科技有限公司,1100009001100202210140205,09
2022/10/14 11:21:51,北京青年旅行社股份有限公司,1100009001100202210140212,09
2022/9/14 16:39:29,滴滴出行科技有限公司,1100009001100202209140529,09
2022/9/14 16:31:03,北京每日优鲜电子商务有限公司,1100009001100202209140522,09
2022/9/14 15:58:21,北京三快科技有限公司,1100009001100202209140461,09
2022/9/14 16:03:20,北京中公教育科技有限公司,1100009001100202209140469,09
2022/9/14 16:24:37,北京快手科技有限公司,1100009001100202209140512,09
2022/10/18 17:08:09,苹果售后,1100009001100202210180430,09
2022/10/18 15:57:22,北京中公教育科技有限公司,1100009001100202210180467,09
2022/10/18 16:03:03,北京快手科技有限公司,1100009001100202210180474,09
2022/8/31 9:19:03,北京开课吧科技有限公司,1100009001100202208310045,09
2022/10/24 12:17:59,北京大麦文化传媒发展有限公司,1100009001100202210240245,09
2022/10/24 13:25:59,北京寺库商贸有限公司,1100009001100202210240305,09
2022/10/24 12:26:08,北京环球创智软件有限公司,1100009001100202210240251,09
2022/9/6 16:49:37,北京亚都环保科技有限公司,1101140421100202209060546,09
2022/9/6 16:59:27,北京千里万卷教育科技有限公司,1100009001100202209060552,09
2022/9/2 8:56:08,魔力肌源,1100009001100202209020011,09
2022/9/2 9:08:03,北京趣拿信息技术有限公司,1100009001100202209020041,09
2022/12/19 9:18:00,北京时代峰峻文化艺术发展有限公司,1100009001100202212190017,09
2022/12/19 9:29:57,四维通联华为专卖店,1100009001100202212190043,09
2022/12/19 9:37:26,北京寺库商贸有限公司,1100009001100202212190048,09
2022/12/19 9:31:13,拍库（北京）科技有限公司,1101140421100202212190044,09
2022/12/19 9:11:34,北京中公教育科技有限公司,1100009001100202212190021,09
2022/8/23 16:17:58,北京天道恒信咨询有限公司,1100009001100202208230473,09
2022/8/23 16:29:31,好利来,1100009001100202208230480,09
2022/8/23 16:34:59,北京三快科技有限公司,1100009001100202208230508,09
2022/12/26 10:43:20,北京趣拿信息技术有限公司,1100009001100202212260142,09
