实施主体,职权编号,职权名称,职权种类
区公安局,C0503100,对非法制造、买卖、储存、运输、邮寄、携带、使用、提供、处置危险物质的行为进行处罚,行政拘留
,,,
区公安局,C0503200,对爆炸性、毒害性、放射性、腐蚀性物质或者传染病病原体等危险物质被盗、被抢或者丢失，未按规定报告的行为进行处罚,行政拘留
,,,
区公安局,C0503300,对非法携带枪支、弹药、管制器具的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0503400,对非法携带枪支、弹药或者弩、匕首等国家规定的管制器具进入公共场所或者公共交通工具的的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0503500,对盗窃、损毁公共设施的行为进行处罚,行政拘留
,,,
区公安局,C0503600,对移动、损毁国家边境的界碑、界桩以及其他边境标志、边境设施或者领土、领海标志设施的行为进行处罚,行政拘留
,,,
区公安局,C0503700,对非法进行影响国(边)界线走向的活动或者修建有碍国(边)境管理的设施的行为进行处罚,行政拘留
,,,
区公安局,C0503800,对盗窃、损坏、擅自移动航空设施，或者强行进入航空器驾驶舱的行为进行处罚,行政拘留
,,,
区公安局,C0503900,对在航空器上使用禁用物品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504000,对盗窃、损毁、擅自移动铁路设施、设备、机车车辆配件、安全标志的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504100,对在铁路线路上放置障碍物，或者故意向列车投掷物品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504200,对在铁路沿线非法挖掘坑穴、采石取沙的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504300,对在铁路线路上私设道口、平交过道的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504400,对擅自进入铁路防护网或者违法在铁路线路上行走坐卧、抢越铁路的行为进行处罚,"警告,罚款"
,,,
区公安局,C0504500,对未经批准，安装、使用电网的，或者安装、使用电网不符合安全规定的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504600,对在车辆、行人通行的地方施工，对沟井坎穴不设覆盖物、防围和警示标志的，或者故意损毁、移动覆盖物、防围和警示标志的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504700,对盗窃、损毁路面公共设施的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504800,对违规举办大型活动的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0504900,对公共场所经营管理人员违反安全规定的行为进行处罚,行政拘留
,,,
区公安局,C0505000,对组织、胁迫、诱骗进行恐怖、残忍表演的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505100,对强迫劳动的行为进行处罚,"行政拘留,警告,罚款"
,,,
,,,
,,,
区公安局,C0505200,对非法限制他人人身自由、非法侵入住宅、非法搜查身体的行为进行处罚,"行政拘留,罚款"
,,,
,,,
,,,
区公安局,C0505300,对胁迫、诱骗、利用他人乞讨的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505400,对以滋扰他人的方式乞讨的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0505500,对写恐吓信或者以其他方法威胁他人人身安全的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505600,对公然侮辱他人或者捏造事实诽谤他人的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505700,对诬告陷害的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505800,对证人及其近亲属进行威胁、侮辱、殴打或者打击报复的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0505900,对发送信息干扰正常生活的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506000,对侵犯隐私的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506100,对殴打他人，或者故意伤害的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506200,对结伙殴打、伤害他人的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506300,对殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506400,对多次殴打、伤害他人或者一次殴打、伤害多人的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506500,对猥亵，或者在公共场所故意裸露身体的行为进行处罚,行政拘留
,,,
区公安局,C0506600,对虐待的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0506700,对遗弃的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0506800,对强迫交易的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0506900,对煽动民族仇恨、民族歧视，或者刊载民族歧视、侮辱内容的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0507000,对冒领、隐匿、毁弃、私自开拆、非法检查他人邮件的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0507100,对盗窃、诈骗、哄抢、抢夺、敲诈勒索或者故意损毁公私财物的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0507200,对拒不执行紧急状态下依法发布的决定、命令的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0507300,对阻碍执行职务的行为进行处罚,"行政拘留,警告,罚款"
,,,
,,,
,,,
区公安局,C0507400,对阻碍特种车辆通行的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0507500,对冲闯警戒带、警戒区的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0507600,对阻碍人民警察依法执行职务的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0507700,对冒充国家机关工作人员或者以其他虚假身份招摇撞骗的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0507800,对冒充军警人员招摇撞骗的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0507900,对伪造、变造、买卖公文、证件、证明文件、印章的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508000,对买卖、使用伪造、变造的公文、证件、证明文件的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508100,对伪造、变造、倒卖有价票证、凭证的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508200,对伪造、变造船舶户牌，或者买卖、使用伪造、变造的船舶户牌，或者涂改船舶发动机号码的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508300,对船舶擅自进入、停靠国家禁止、限制进入的水域或者岛屿的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508400,对非法以社团名义活动的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508500,对以被撤销登记的社团名义活动的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508600,对未获公安许可擅自经营的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0508700,对取得公安机关许可的经营者，违反国家有关管理规定，情节严重的行为进行处罚,吊销许可证或营业执照
,,,
区公安局,C0508800,对煽动、策划非法集会、游行、示威的行为进行处罚,行政拘留
,,,
区公安局,C0508900,对旅馆业的工作人员对住宿的旅客不按规定登记姓名、身份证件种类和号码的，或者明知住宿的旅客将危险物质带入旅馆，不予制止的行为进行处罚,罚款
,,,
区公安局,C0509000,对明知住宿旅客是犯罪嫌疑人不报的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509100,对将房屋出租给无身份证件的人居住，或者不按规定登记承租人信息的行为进行处罚,罚款
,,,
区公安局,C0509200,对明知承租人利用出租屋犯罪不报的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509300,对制造噪声干扰正常生活的行为进行处罚,"警告,罚款"
,,,
区公安局,C0509400,对违法承接典当物品，或者典当发现违法犯罪嫌疑人、赃物不报的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509500,对违法收购废旧专用器材的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509600,对收购赃物、有赃物嫌疑的物品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509700,对收购国家禁止收购的其他物品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509800,对隐藏、转移、变卖、损毁依法扣押、查封、冻结的财物的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0509900,对伪造、隐匿、毁灭证据，或者提供虚假证言，或者谎报案情的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510000,对窝藏、转移、代销赃物的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510100,对违反监督管理规定的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510200,对协助组织或者运送他人偷越国(边)境的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510300,对为偷越国(边)境人员提供条件的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510400,对偷越国(边)境的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510500,对故意损坏文物、名胜古迹的行为进行处罚,"行政拘留,警告,罚款"
,,,
,,,
区公安局,C0510600,对违法实施危及文物安全的活动的行为进行处罚,"行政拘留,警告,罚款"
,,,
区公安局,C0510700,对偷开机动车的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510800,对无证驾驶、偷开航空器、机动船舶的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0510900,对破坏、污损坟墓，或者毁坏、丢弃尸骨、骨灰的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511000,对违法停放尸体的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511100,对卖淫、嫖娼的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511200,对拉客招嫖的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511300,对引诱、容留、介绍他人卖淫的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511400,对制作、运输、复制、出售、出租淫秽物品，或者传播淫秽信息的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511500,对组织播放淫秽音像的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511600,对组织或者进行淫秽表演的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511700,对参与聚众淫乱活动的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0511800,对明知他人从事组织播放淫秽音像活动，为其提供条件的行为进行处罚,"行政拘留,罚款"
,,,
,,,
,,,
区公安局,C0511900,对明知他人从事组织或者进行淫秽表演活动，为其提供条件的行为进行处罚,"行政拘留,罚款"
,,,
,,,
,,,
区公安局,C0512000,对明知他人从事参与聚众淫乱活动活动，为其提供条件的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,,,
,,,
区公安局,C0512100,对以营利为目的，为赌博提供条件的，或者参与赌博赌资较大的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512200,对非法种植毒品原植物的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512300,对非法买卖、运输、携带、持有毒品原植物种苗的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512400,对非法运输、买卖、储存、使用罂粟壳的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512500,对非法持有毒品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512600,对提供毒品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512700,对吸毒的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512800,对胁迫、欺骗开具麻醉药品、精神药品的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0512900,对教唆、引诱、欺骗吸毒的行为进行处罚,"行政拘留,罚款"
,,,
区公安局,C0513000,对旅馆业、饮食服务业、文化娱乐业、出租汽车业等单位的人员，在公安机关查处吸毒、赌博、卖淫、嫖娼活动时，为违法犯罪行为人通风报信的行为进行处罚,行政拘留
,,,
区公安局,C0513100,对饲养动物干扰正常生活的行为进行处罚,"警告,罚款"
,,,
区公安局,C0513200,对放任动物恐吓他人的行为进行处罚,"警告,罚款"
,,,
区公安局,C0513300,对驱使动物伤害他人的行为进行处罚,罚款
,,,
,,,
区公安局,C0513400,对担保人不履行担保义务，致使被担保人逃避行政拘留处罚的执行的行为进行处罚,罚款
,,,
区公安局,C0513500,对将地下空间出租给无合法有效证件、证明的单位或者个人的行为进行处罚,罚款
,,,
区公安局,C0513600,对作为文化娱乐场所的地下空间容纳的人员超过核定人数的行为进行处罚,"责令停产停业,警告,罚款"
,,,
,,,
区公安局,C0513700,对地下空间安全使用责任人、使用人利用地下空间从事旅店业，设置宿舍，以及作为其他居住场所的，房间内人均使用面积不得少于4平方米的行为进行处罚,罚款
,,,
区公安局,C0513800,对地下空间安全使用责任人、使用人利用地下空间从事旅店业，设置宿舍，以及作为其他居住场所的，设置上下床的行为进行处罚,罚款
,,,
区公安局,C0513900,对举行集会、游行、示威，未依法申请或者申请未获许可的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0514000,对举行集会、游行、示威，未按照主管机关许可的目的、方式、标语、口号、起止时间、地点、路线进行，不听制止的行为进行处罚,"行政拘留,警告"
,,,
区公安局,C0514100,对因卖淫、嫖娼被公安机关处理后又卖淫、嫖娼的行为进行处罚,罚款
,,,
区公安局,C0514200,对放任卖淫、嫖娼活动的行为进行处罚,"责令停产停业,罚款"
,,,
区公安局,C0514300,对组织、强迫、引诱、容留、介绍他人卖淫以及卖淫的非法所得行为进行处罚,没收违法所得
,,,
区公安局,C0514400,对演出场所经营单位、演出举办单位发现营业性演出有“反对宪法确定的基本原则的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0514500,对演出场所经营单位、演出举办单位发现营业性演出有“危害国家统一、主权和领土完整，危害国家安全，或者损害国家荣誉和利益的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0514600,对演出场所经营单位、演出举办单位发现营业性演出有“煽动民族仇恨、民族歧视，侵害民族风俗习惯，伤害民族感情，破坏民族团结，违反宗教政策的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0514700,对演出场所经营单位、演出举办单位发现营业性演出有“ 扰乱社会秩序，破坏社会稳定的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0514800,对演出场所经营单位、演出举办单位发现营业性演出有“ 危害社会公德或者民族优秀文化传统的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0514900,对演出场所经营单位、演出举办单位发现营业性演出有“宣扬淫秽、色情、邪教、迷信或者渲染暴力的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515000,对演出场所经营单位、演出举办单位发现营业性演出有“侮辱或者诽谤他人，侵害他人合法权益的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515100,对演出场所经营单位、演出举办单位发现营业性演出有“表演方式恐怖、残忍，摧残演员身心健康的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515200,对演出场所经营单位、演出举办单位发现营业性演出有“利用人体缺陷或者以展示人体变异等方式招徕观众的”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515300,对演出场所经营单位、演出举办单位发现营业性演出有“法律、行政法规禁止的其他情形”禁止情形未采取措施予以制止的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515400,对演出场所经营单位、演出举办单位发现营业性演出有《营业性演出管理条例》第二十六条禁止情形报告的行为进行处罚,"警告,罚款"
,,,
区公安局,C0515500,对演出举办单位印制、出售超过核准观众数量的或者观众区域以外的营业性演出门票的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0515600,对大型群众性活动承办者未进行安全风险预测或者委托专业评估机构进行安全风险评估，制定安全工作方案和处置突发事件应急预案并组织训练，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0515700,对大型群众性活动承办者未建立并落实安全责任制度，明确安全措施、岗位安全职责，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0515800,对大型群众性活动承办者未配备与大型活动安全工作需要相适应的专业保安人员及其他安全工作人员，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0515900,对大型群众性活动承办者未为大型活动的安全工作提供必需的物质保障，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516000,对大型群众性活动承办者未组织实施现场安全工作、开展安全检查，发现安全隐患未及时消除的行为进行处罚,罚款
,,,
区公安局,C0516100,对大型群众性活动承办者未对参加大型活动的人员进行安全宣传和教育，未及时劝阻和制止妨碍大型活动秩序的行为，发现违法犯罪行为未及时向公安机关报告，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516200,对大型群众性活动承办者未接受公安等有关部门的指导、监督和检查，未及时消除安全隐患，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516300,对大型群众性活动承办者未保障临时搭建的设施、建筑物的安全，消除安全隐患的,罚款
,,,
区公安局,C0516400,对大型群众性活动承办者未按照实施安全许可的公安机关的要求，未配备必要的安全检查设备，示对参加大型活动的人员进行安全检查，对拒不接受安全检查的未拒绝其进入，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516500,对大型群众性活动主办者委托其他单位承办的，未选择有资质、具备相应能力和条件的承办单位，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516600,对大型群众性活动主办者未与承办者签订安全协议，明确各自的具体职责，落实安全工作，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516700,对大型群众性活动主办者未确定专门人员监督、检查承办单位安全责任和安全措施的落实情况，协调解决存在的问题并及时向有关部门报告，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0516800,对大型群众性活动主办者未支持承办者落实安全职责和安全措施，并向承办者提出可能危及大型活动安全要求的行为进行处罚,罚款
,,,
区公安局,C0516900,对大型群众性活动场所管理者未保证大型活动场所、设施符合国家和本市建筑、消防、卫生等安全标准，未向承办者提供场所人员核定容量、安全通道、出入口以及供电系统等涉及场所使用安全的资料、证明，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0517000,对大型群众性活动管理者未根据安全要求设立安全缓进通道、安全出入口和安全通道，设置明显的引导指示标志，并保证畅通，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0517100,对大型群众性活动场所管理者未配备应急广播、照明设施，并确保完好、有效，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0517200,对大型群众性活动场所管理者未对停车设施不得挤占、挪用，并维护安全秩序的行为进行处罚,罚款
,,,
区公安局,C0517300,对大型群众性活动场所管理者未保证安全防范设施与大型活动安全要求相适应，且经责令改正逾期不改的行为进行处罚,罚款
,,,
区公安局,C0517400,对大型群众性活动场所管理者未配备专业工作人员，保证重点部位安全和重要设施正常运转的行为进行处罚,罚款
,,,
区公安局,C0517500,对擅自变更大型活动的时间、地点、内容、举办规模的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0517600,对未经许可举办大型活动的行为进行处罚,罚款
,,,
,,,
,,,
,,,
区公安局,C0517700,对承办者将大型群众性活动转让他人举办的行为进行处罚,罚款
,,,
区公安局,C0517800,对大型群众性活动承办者公开售票，未采取票证防伪、现场验票等安全措施的行为进行处罚,罚款
,,,
区公安局,C0517900,对大型群众性活动承办者未根据安全需要在场所入口设置安全、有效的机读验票设施、设备的行为进行处罚,罚款
,,,
区公安局,C0518000,对举办大型活动发生安全事故的行为进行处罚,罚款
,,,
区公安局,C0518100,对大型活动发生安全事故不处置，或者大型活动发生安全事故不报的行为进行处罚,罚款
,,,
区公安局,C0518200,对擅自变更大型活动时间、地点、内容、举办规模的行为进行处罚,"没收违法所得,罚款"
,,,
区公安局,C0518300,对携带、燃放的烟花爆竹不符合本市公布的规格和品种的行为进行处罚,罚款
,,,
区公安局,C0518400,对在禁止燃放烟花爆竹的地点燃放的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区公安局,C0518500,对在禁止燃放烟花爆竹的区域燃放的行为进行处罚,罚款
,,,
,,,
区公安局,C0518600,对向人群、车辆、建筑物抛掷点燃的烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0518700,对在建筑物内、屋顶、阳台燃放或者向外抛掷烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0518800,对妨碍行人、车辆安全通行的燃放行为进行处罚,罚款
,,,
区公安局,C0518900,对其他危害国家、集体和他人人身、财产安全的方式燃放烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0519000,对存放超过一箱或者重量超过30公斤的烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0519100,对未经许可经由道路运输烟花爆竹的的行为进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
,,,
区公安局,C0519200,对违反许可事项经道路运输烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0519300,对未携带许可证经道路运输烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0519400,对烟花爆竹道路运输车辆未按规定悬挂、安装警示标志的行为进行处罚,罚款
,,,
区公安局,C0519500,对未按规定装载烟花爆竹的行为进行处罚,罚款
,,,
区公安局,C0519600,对装载烟花爆竹的车厢载人的行为进行处罚,罚款
,,,
区公安局,C0519700,对烟花爆竹运输车辆超速行驶的行为进行处罚,罚款
,,,
区公安局,C0519800,对烟花爆竹运输车辆经停无人看守的行为进行处罚,罚款
,,,
区公安局,C0519900,对未按规定核销烟花爆竹道路运输许可证的行为进行处罚,罚款
,,,
区公安局,C0520000,对携带烟花爆竹搭乘公共交通工具，或者邮寄烟花爆竹以及在托运的行李、包裹、邮件中夹带烟花爆竹的行为进行处罚,"没收非法财物,罚款"
,,,
,,,
区公安局,C0520100,对未经许可举办焰火晚会以及其他大型焰火燃放活动，或者焰火晚会以及其他大型焰火燃放活动燃放作业单位和作业人员违反焰火燃放安全规程、燃放作业方案进行燃放作业的行为进行处罚,罚款
,,,
,,,
区公安局,C0520200,对违规燃放烟花爆竹的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区公安局,C0520300,对未经许可从事爆破作业行为的进行处罚,"没收违法所得,没收非法财物,罚款"
,,,
区公安局,C0520400,对未按规定对民用爆炸物品做出警示、登记标识，或者未按规定对雷管编号打号行为的处罚,"责令停产停业,罚款"
,,,
区公安局,C0520500,对超出许可购买民用爆炸物品行为的处罚,"责令停产停业,罚款"
,,,
区公安局,C0520600,对使用现金、实物交易民用爆炸物品的行为的处罚,"责令停产停业,罚款"
,,,
区公安局,C0520700,对销售民用爆炸物品未按规定保存交易证明材料的行为的处罚,"责令停产停业,罚款"
,,,
区公安局,C0520800,对销售、购买、进出口民用爆炸物品未按规定备案的行为的处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区公安局,C0520900,对未按照规定建立民用爆炸物品登记制度行为进行处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
,,,
,,,
区公安局,C0521000,对未按规定核销民用爆炸物品运输许可证的行为的处罚,"责令停产停业,罚款"
,,,
区公安局,C0521100,对违反许可事项运输民用爆炸物品的行为的处罚,罚款
,,,
区公安局,C0521200,对未携带许可证运输民用爆炸物品的行为的处罚,罚款
,,,
区公安局,C0521300,对违规混装民用爆炸物品行为的处罚,罚款
,,,
区公安局,C0521400,对民用爆炸物品运输车辆未按规定悬挂、安装警示标志的行为的处罚,罚款
,,,
区公安局,C0521500,对违反行使、停靠规定运输民用爆炸物品的行为的处罚,罚款
,,,
区公安局,C0521600,对装载民用爆炸物品的车厢载人行为的处罚,罚款
,,,
区公安局,C0521700,对运输民用爆炸物品发生危险未处置、不报告的行为的处罚,罚款
,,,
区公安局,C0521800,对未按资质等级从事爆破作业的行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0521900,对营业性爆破作业单位跨区域作业未报告的行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522000,对爆破作业单位未按照规定建立民用爆炸物品领取登记制度、保存领取登记记录行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522100,对违反标准实施爆破作业的行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522200,对爆破作业人员违反国家有关标准和规范的规定实施爆破作业行为的处罚,吊销许可证或营业执照
,,,
区公安局,C0522300,对未按照规定设置民用爆炸物品专用仓库技术防范设施的行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522400,对未按照规定建立出入库检查、登记制度或者收存和发放民用爆炸物品，致使账物不符行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522500,对超量储存、在非专用仓库储存或者违反储存标准和规范储存民用爆炸物品行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522600,对有《民用爆炸物品安全管理条例》规定的其他违反民用爆炸物品储存管理规定行为的处罚,"责令停产停业,罚款,吊销许可证或营业执照"
,,,
区公安局,C0522700,对违反制度致使民用爆炸物品丢失、被盗、被抢行为的处罚,"罚款,吊销许可证或营业执照"
,,,
