实施主体,职权编号,职权名称,职权种类
区发展和改革委员会,C0008200,对“投标人相互串通投标或者与招标人串通投标的，投标人以向招标人或者评标委员会成员行贿的手段谋取中标的”行为进行处罚（市、区重点建设项目）,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0008300,对“投标人以他人名义投标或者以其他方式弄虚作假，骗取中标的”行为进行处罚（市、区重点建设项目）,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0008400,对依法必须进行招标的项目，招标人违反《中华人民共和国招标投标法》规定，与投标人就投标价格、投标方案等实质性内容进行谈判的行为进行处罚（市、区重点建设项目）,警告
,,,
,,,
,,,
区发展和改革委员会,C0008500,对“评标委员会成员收受投标人的财物或者其他好处的，评标委员会成员或者与评标活动有关的工作人员向他人透露对投标文件的评审和比较、中标候选人的推荐以及与评标有关的其他情况的”行为进行处罚（市、区重点建设项目）,"没收非法财物,警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0008600,对“招标人在评标委员会依法推荐的中标候选人以外确定中标人的，依法必须进行招标的项目在所有投标被评标委员会否决后自行确定中标人的”的行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0008700,对“无正当理由不发出中标通知书”的行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
,,,
区发展和改革委员会,C0008800,对“中标通知书发出后无正当理由改变中标结果”的行为进行处罚（市、区重点建设项目）,罚款
,,,
区发展和改革委员会,C0008900,对“招标人与中标人不按照招标文件和中标人的投标文件订立合同的，或者招标人、中标人订立背离合同实质性内容的协议的”行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0009000,对中标人将中标项目转让给他人的，将中标项目肢解后分别转让给他人的，违反《中华人民共和国招标投标法》规定将中标项目的部分主体、关键性工作分包给他人的，或者分包人再次分包的行为进行处罚（市重点建设项目）,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0009100,对招标文件、资格预审文件的发售、澄清、修改的时限，或者确定的提交资格预审申请文件、投标文件的时限不符合招标投标法和《中华人民共和国招标投标法实施条例》的行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0009200,对“接受未通过资格预审的单位或者个人参加投标”行为进行处罚（市、区重点建设项目）,罚款
,,,
区发展和改革委员会,C0009300,对“接受应当拒收的投标文件”行为进行处罚（市、区重点建设项目）,罚款
,,,
区发展和改革委员会,C0009400,对“招标人超过规定的比例收取投标保证金、履约保证金或者不按照规定退还投标保证金及银行同期存款利息的”行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
,,,
,,,
区发展和改革委员会,C0009500,对“依法必须进行招标的项目的招标人不按照规定组建评标委员会，或者确定、更换评标委员会成员违反招标投标法和《中华人民共和国招标投标法实施条例》规定”的行为进行处罚（市、区重点建设项目）,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0009600,对“无正当理由不与中标人订立合同”的行为进行处罚（市、区重点建设项目）,罚款
,,,
区发展和改革委员会,C0009700,对“在订立合同时向中标人提出附加条件”行为进行处罚（市、区重点建设项目）,罚款
,,,
区发展和改革委员会,C0009800,对“中标人无正当理由不与招标人订立合同，在签订合同时向招标人提出附加条件，或者不按照招标文件要求提交履约保证金”的行为进行处罚（市、区重点建设项目）,罚款
,,,
,,,
区发展和改革委员会,C0010700,对生产、销售、进口或者使用列入禁止生产、销售、进口、使用的严重污染水环境的设备名录中的设备，或者采用列入禁止采用的严重污染水环境的工艺名录中的工艺的行为进行处罚,罚款
,,,
,,,
,,,
区发展和改革委员会,C0011000,对以欺骗、贿赂等不正当手段取得项目核准文件的违法行为进行处罚,罚款
,,,
区发展和改革委员会,C0011400,对实行核准管理的项目企业未依法办理核准手续开工建设或者未按照核准的建设地点、建设规模、建设内容等进行建设的违法行为进行处罚,"责令停产停业,罚款"
,,,
区发展和改革委员会,C0011500,对企业以拆分项目、隐瞒有关情况或者提供虚假申报材料等不正当手段申请核准备案的违法行为进行处罚,警告
,,,
区发展和改革委员会,C0011600,对实行备案管理的项目企业未依法将项目信息或者已备案项目信息变更情况告知备案机关，或者向备案机关提供虚假信息的违法行为进行处罚,罚款
,,,
区发展和改革委员会,C0011700,对企业投资建设产业政策禁止投资建设项目的违法行为进行处罚,罚款
,,,
,,,
,,,
区发展和改革委员会,C0011900,对已开工备案项目未如实、及时报送建设实施基本信息，拒不纠正的行为进行处罚,警告
,,,
区发展和改革委员会,C0012000,对已开工核准项目未如实、及时报送建设实施基本信息，拒不纠正的行为进行处罚,警告
,,,
区发展和改革委员会,C0012100,对“应当发布招标公告而不发布的，必须进行招标的项目而不招标的，将必须进行招标的项目化整为零或者以其他任何方式规避招标的”行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区发展和改革委员会,C0012200,"对“依法应当公开招标的项目不按照规定在指定媒介发布资格预审公告或者招标公告,或在不同媒介发布的同一招标项目的资格预审公告或者招标公告的内容不一致，影响潜在投标人申请资格预审或者投标”的行为进行处罚",罚款
,,,
,,,
,,,
,,,
