Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3
74,北京尚信安信息技术有限公司,20242130012001          ,电子与信息
75,北京金朋达航空科技有限公司,20242130008605          ,航空航天技术
76,精诚工坊电子集成技术（北京）有限公司,20242130001401          ,电子与信息
77,北京摩弈信息科技有限公司,20242130001201          ,电子与信息
78,北京辰与逸信息科技有限公司,20242130001305          ,航空航天技术
79,慧安金科（北京）科技有限公司,20242130000101          ,电子与信息
80,北京华亿宏图机电设备有限公司,20232131058207          ,新能源与高效节能技术
81,北京金蝶云基科技有限公司,20232131057601          ,电子与信息
82,北京迅邦润泽物流有限公司,20232131057501          ,电子与信息
83,北京中天利达建设工程有限公司,20232131057403          ,新材料及应用技术
84,北京燕山时代仪表有限公司,20232131059108          ,环境保护技术
85,北京龙凤呈祥医院管理有限公司,20232131058904          ,先进制造技术
86,中琛建设工程有限公司,20232131059001          ,电子与信息
87,北京六一生物科技有限公司,20232131030502          ,生物工程和新医药
88,北京石人子装备科技有限公司,20232131029605          ,航空航天技术
89,京源中科科技股份有限公司,20232131029504          ,先进制造技术
90,北京奥特贝睿科技有限公司,20232131015901          ,电子与信息
91,北京燕化正邦设备检修有限公司,20232131013904          ,先进制造技术
92,北京宝辰工程管理股份有限公司,20232131014011          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
93,北京星知联科技服务有限公司,20232130999701          ,电子与信息
94,北京燕山和成节能环保工程技术有限公司,20232130998008          ,环境保护技术
95,燕开电气股份有限公司,20232130997304          ,先进制造技术
96,北京华益瑞科技有限公司,20232130974111          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
97,北京海源通航科技有限公司,20232130969403          ,新材料及应用技术
98,北京偶极通信设备有限责任公司,20232130944401          ,电子与信息
99,必奥新能源科技有限公司,20232130943607          ,新能源与高效节能技术
100,能科物联（北京）智能技术有限公司,20232130974001          ,电子与信息
101,中核原子能院科技有限公司,20232130904201          ,电子与信息
102,北京九州一轨环境科技股份有限公司,20232130903808          ,环境保护技术
103,北京八亿时空液晶科技股份有限公司,20232130890503          ,新材料及应用技术
104,北京市永康药业有限公司,20232130902602          ,生物工程和新医药
105,北创营(北京)科技孵化器有限公司,20232130886801          ,电子与信息
106,北京航天奥祥科技股份有限公司,20232130883704          ,先进制造技术
107,中铁装配式建筑股份有限公司,20232130875903          ,新材料及应用技术
108,北京飞航吉达航空科技有限公司,20232130874303          ,新材料及应用技术
109,北京周氏时珍堂药业有限公司,20232130861002          ,生物工程和新医药
110,北京燕山和成催化剂有限公司,20232130860303          ,新材料及应用技术
111,北京海沃思信息科技有限公司,20232130860401          ,电子与信息
112,北京正联鹤山科技有限公司,20232130859803          ,新材料及应用技术
113,北京赛诺朝天科技有限公司,20232130859902          ,生物工程和新医药
114,北京青临科技有限公司,20232130860002          ,生物工程和新医药
115,北京晴畅科技有限公司,20232130860101          ,电子与信息
116,北京中星试验技术有限公司,20232130860205          ,航空航天技术
117,中丰和鼎（北京）科技有限公司,20232130859701          ,电子与信息
118,北京玖典科技发展有限公司,20232130997201          ,电子与信息
119,北京聚菱燕塑料有限公司,20232130931003          ,新材料及应用技术
120,北京益达通信息有限公司,20232130832901          ,电子与信息
121,北京中广亿达科技有限公司,20232130833101          ,电子与信息
122,北京尚坤明泽科技有限公司,20232130832601          ,电子与信息
123,北京霖飞科技有限公司,20232130832201          ,电子与信息
124,北京酷数智能科技有限公司,20232130833401          ,电子与信息
125,北京兰盛科技有限公司,20232130832803          ,新材料及应用技术
126,北京中铭瑞源网络科技有限公司,20232130832701          ,电子与信息
127,北京富通达科技有限公司,20232130832301          ,电子与信息
128,北京中融科汇科技有限公司,20232130832501          ,电子与信息
129,北京金鑫盛科技有限公司,20232130832001          ,电子与信息
130,中丰佳润（北京）科技有限公司,20232130832403          ,新材料及应用技术
131,北京静穆科技有限公司,20232130816201          ,电子与信息
132,北京莫兰科技有限公司,20232130831901          ,电子与信息
133,北京裕金科技有限公司,20232130930903          ,新材料及应用技术
134,北京佳文元科技有限公司,20232130815801          ,电子与信息
135,中立恒永（北京）科技有限公司,20232130816001          ,电子与信息
136,中铭奇盛（北京）科技有限公司,20232130815901          ,电子与信息
137,北京电力设备总厂有限公司,20232130905604          ,先进制造技术
138,中网安科（北京）科技发展有限公司,20232130833301          ,电子与信息
139,北京龙邦科达科技有限公司,20232130815501          ,电子与信息
140,北京百利邦科技有限公司,20232130815701          ,电子与信息
141,北京燕山玉龙石化工程股份有限公司,20232130905508          ,环境保护技术
142,北京粤达通科技有限公司,20232130811401          ,电子与信息
143,北京创新爱尚家科技股份有限公司,20232130881003          ,新材料及应用技术
144,北京艺智文化科技有限公司,20232130811301          ,电子与信息
145,江海怡安（北京）净水设备有限公司,20232130811508          ,环境保护技术
146,北京杰恒俊熙科技有限公司,20232130811201          ,电子与信息
147,北京艾京迪科技有限公司,20232130794804          ,先进制造技术
148,北京娇曼科技有限公司,20232130794702          ,生物工程和新医药
149,能科科技股份有限公司,20232130930807          ,新能源与高效节能技术
150,北京兴悦萱信息咨询有限公司,20232130794601          ,电子与信息
151,北京高盟新材料股份有限公司,20232130997003          ,新材料及应用技术
152,北京锐士城市服务有限公司,20232130997104          ,先进制造技术
153,北京祥伊科技有限公司,20232130794501          ,电子与信息
154,北京青矩互联科技有限公司,20232130762001          ,电子与信息
155,北京嘉午恒通科技有限公司,20232130794401          ,电子与信息
156,北京宁园科技有限公司,20232130761901          ,电子与信息
157,康莱德国际环保植被（北京）有限公司,20232130905408          ,环境保护技术
158,北京弘溯信息技术有限公司,20232130761801          ,电子与信息
159,北京锐达智信科技有限公司,20232130761701          ,电子与信息
160,中铁十四局集团房桥有限公司,20232130795407          ,新能源与高效节能技术
161,北京梦幻三星涂装设备技术开发公司,20232130762304          ,先进制造技术
162,北京首诚建设有限公司,20232130762207          ,新能源与高效节能技术
163,中新润达（北京）科技有限公司,20232130761601          ,电子与信息
164,中安鸿都（北京）科技有限公司,20232130761501          ,电子与信息
165,北京安录国际技术有限公司,20232130795301          ,电子与信息
166,北京普惠三航科技有限公司,20232130733105          ,航空航天技术
167,北京新兆建科技术有限公司,20232130733003          ,新材料及应用技术
168,北京生态岛科技有限责任公司,20232130930708          ,环境保护技术
169,北京丰少源航科技有限公司,20232130732801          ,电子与信息
170,北京莱祥瑞丽科技有限公司,20232130732904          ,先进制造技术
171,北京环宇京辉京城气体科技有限公司,20232130930607          ,新能源与高效节能技术
172,北京自在一点网络科技有限公司,20232130718901          ,电子与信息
173,北京烽远网络科技有限公司,20232130719201          ,电子与信息
174,北京科泰兴达高新技术有限公司,20232130795208          ,环境保护技术
175,北京京林园林集团有限公司,20232130930508          ,环境保护技术
176,盛和易信（北京）科技有限公司,20232130718801          ,电子与信息
177,北京天拓数信科技有限责任公司,20232130652201          ,电子与信息
178,北京凯达恒业农业技术开发有限公司,20232130795106          ,现代农业技术动植物优良新品种
179,北京泰格科信生物科技有限公司,20232130719102          ,生物工程和新医药
180,北京美景华夏环保科技有限公司,20232130719007          ,新能源与高效节能技术
181,劳伦斯泵业机械(北京)有限公司,20232130905307          ,新能源与高效节能技术
182,北京东霖混凝土制品有限公司,20232130718707          ,新能源与高效节能技术
183,北京冠华东方玻璃科技有限公司,20232130880903          ,新材料及应用技术
184,中煤（北京）印务有限公司,20232130652104          ,先进制造技术
185,北京壹帅科技有限公司,20232130652001          ,电子与信息
186,北京中彼科技有限公司,20232130616601          ,电子与信息
187,北京良明宇航节能动力装备技术开发中心,20232130651907          ,新能源与高效节能技术
188,北京航景创新科技有限公司,20232130651705          ,航空航天技术
189,北京京科智能科技有限公司,20232130651807          ,新能源与高效节能技术
190,清北华研（北京）科技发展有限公司,20232130651601          ,电子与信息
191,元禾（北京）信息咨询有限公司,20232130572401          ,电子与信息
192,北京五隆兴科技发展有限公司,20232130572604          ,先进制造技术
193,北京国艺中联文投科技股份有限公司,20232130651501          ,电子与信息
194,基成联创（北京）科技有限公司,20232130651401          ,电子与信息
195,北京市首发天人生态景观有限公司,20232130571908          ,环境保护技术
196,北京灰兔兔科技有限公司,20232130572201          ,电子与信息
197,北京龟兔快跑科技有限公司,20232130572104          ,先进制造技术
198,北京兔一兔科技有限公司,20232130572001          ,电子与信息
199,多维联合集团股份有限公司,20232130572303          ,新材料及应用技术
200,北京诺通科技有限公司,20232130616501          ,电子与信息
201,北京蓝天兰科技有限公司,20232130616401          ,电子与信息
202,北京中元惠达科技有限公司,20232130616301          ,电子与信息
203,北京中科汇凯科技有限公司,20232130571801          ,电子与信息
204,北京中泰启铭科技有限公司,20232130571701          ,电子与信息
205,北京古藤云计算有限公司,20232130880801          ,电子与信息
206,北京展涂科技有限公司,20232130571601          ,电子与信息
207,北京金泰然实业有限公司,20232130541104          ,先进制造技术
208,北京康吉森技术有限公司,20232130795001          ,电子与信息
209,中信科佳信（北京）电气技术研究院有限公司,20232130833201          ,电子与信息
210,北京甲虎文化传播有限公司,20232130541701          ,电子与信息
211,北京金隅琉水环保科技有限公司,20232130816108          ,环境保护技术
212,北京疏水阀门厂,20232130794904          ,先进制造技术
213,深速达（北京）科技有限公司,20232130541004          ,先进制造技术
214,国文博纳（北京）科技有限公司,20232130571401          ,电子与信息
215,中科盛语（北京）科技有限公司,20232130571501          ,电子与信息
216,北京鑫玛科技有限公司,20232130539001          ,电子与信息
217,北京中裕腾飞科技有限公司,20232130571303          ,新材料及应用技术
218,北京兰罗科技有限公司,20232130538901          ,电子与信息
219,北京吉海川科技发展有限公司,20232130541403          ,新材料及应用技术
220,中霖国润（北京）科技有限公司,20232130540801          ,电子与信息
221,中京建城（北京）科技有限公司,20232130540701          ,电子与信息
222,国名奇盛（北京）科技有限公司,20232130540901          ,电子与信息
223,中鼎泽优（北京）科技有限公司,20232130509701          ,电子与信息
224,安吉斯数字科技（北京）有限公司,20232130509501          ,电子与信息
225,中新恒艺（北京）科技有限公司,20232130509601          ,电子与信息
226,北冰建设工程（北京）有限公司,20232130509407          ,新能源与高效节能技术
227,北京申朴信息技术有限公司,20232130509201          ,电子与信息
228,东润龙翔（北京）科技有限公司,20232130509101          ,电子与信息
229,北京安龙特种车辆有限公司,20232130509304          ,先进制造技术
230,北京史河科技有限公司,20232130762104          ,先进制造技术
231,北京营安科技有限公司,20232130484601          ,电子与信息
232,华夏复兴（北京）物业管理有限公司,20232130484501          ,电子与信息
233,北京华弈生物科技有限责任公司,20232130484701          ,电子与信息
234,北京共创利合科技有限公司,20232130508901          ,电子与信息
235,亲壳科技（北京）有限公司,20232130509001          ,电子与信息
236,北京鸿晟兴唐科技有限公司,20232130505601          ,电子与信息
237,懂企科技（北京）有限公司,20232130484401          ,电子与信息
238,北京华盛佳宇科技有限公司,20232130504701          ,电子与信息
239,中芯华研科技（北京）有限公司,20232130484301          ,电子与信息
240,北京军威世纪野战装备科技有限公司,20232130508804          ,先进制造技术
241,北京恒瑞晟达科技有限公司,20232130505501          ,电子与信息
242,北京浮木素维科技有限公司,20232130484201          ,电子与信息
243,北京金侨科技有限公司,20232130484101          ,电子与信息
244,北京上品科技发展有限责任公司,20232130484001          ,电子与信息
245,北京百旺兴华科技有限公司,20232130483703          ,新材料及应用技术
246,北京斓宇科技有限公司,20232130483901          ,电子与信息
247,北京昌利达科科技有限公司,20232130454001          ,电子与信息
248,北京恩吉赛威节能科技有限公司,20232130541307          ,新能源与高效节能技术
249,北京博源诚创科技有限公司,20232130453801          ,电子与信息
250,北京宏奥友信科技有限公司,20232130453901          ,电子与信息
251,北京博宏佳信科技有限公司,20232130453701          ,电子与信息
252,北京中京禾航科技有限公司,20232130453307          ,新能源与高效节能技术
253,北京瑞欧威科技有限公司,20232130453103          ,新材料及应用技术
254,中景创维（北京）科技有限公司,20232130453001          ,电子与信息
255,北京中鸿正霆科技有限公司,20232130452903          ,新材料及应用技术
256,北京中鸿欣扬科技有限公司,20232130432801          ,电子与信息
257,北京星际导控科技有限责任公司,20232130484805          ,航空航天技术
258,北京北达智汇微构分析测试中心有限公司,20232130432908          ,环境保护技术
259,北京派和智能装备技术有限公司,20232130432603          ,新材料及应用技术
260,北京中怡荣丰科技发展有限公司,20232130432701          ,电子与信息
261,北京德润通农业科技发展有限公司,20232130731606          ,现代农业技术动植物优良新品种
262,北京盈和瑞环境科技有限公司,20232130541208          ,环境保护技术
263,北京全盛时期科技有限公司,20232130432501          ,电子与信息
264,安途保（北京）信息技术有限公司,20232130359301          ,电子与信息
265,北京巨臻实创文化科技有限公司,20232130359801          ,电子与信息
266,北京巨臻互联网科技有限公司,20232130359701          ,电子与信息
267,金安巨臻（北京）科技有限公司,20232130359901          ,电子与信息
268,北京华拓绿能科技有限公司,20232130396704          ,先进制造技术
269,北京朗德金燕自动化装备股份有限公司,20232130359601          ,电子与信息
270,北京实图科技有限公司,20232130370801          ,电子与信息
271,北京智汇盈科信息工程有限公司,20232130559401          ,电子与信息
272,北京超纬科技有限公司,20232130359101          ,电子与信息
273,数联信智（北京）科技有限公司,20232130359201          ,电子与信息
274,北京天韵太阳科技发展有限公司,20232130359007          ,新能源与高效节能技术
275,北京华电力拓能源科技有限公司,20232130318907          ,新能源与高效节能技术
276,北京旭瑞建设工程有限公司,20232130318403          ,新材料及应用技术
277,北京中科晟宇科技有限公司,20232130454101          ,电子与信息
278,北京松田程科技有限公司,20232130396604          ,先进制造技术
279,中环汇峰环境科技（北京）有限公司,20232130396508          ,环境保护技术
280,北京协尔鑫生物资源研究所有限责任公司,20232130318202          ,生物工程和新医药
281,北京智慧科林新能源科技有限公司,20232130318307          ,新能源与高效节能技术
282,北京车服节能环保科技有限公司,20232130358901          ,电子与信息
283,中氢投电力（北京）有限公司,20232130318807          ,新能源与高效节能技术
284,北京国云创新科技有限公司,20232130318101          ,电子与信息
285,国控基业（北京）科技有限公司,20232130318003          ,新材料及应用技术
286,北京云杉智达科技有限公司,20232130283001          ,电子与信息
287,北京树铭控股集团有限公司,20232130317911          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
288,北京中资燕京汽车有限公司,20232130282904          ,先进制造技术
289,北京遥领医疗科技有限公司,20232130396402          ,生物工程和新医药
290,万谦科技（北京）有限公司,20232130318701          ,电子与信息
291,北京优德数智科技有限公司,20232130282004          ,先进制造技术
292,北京中德启锐安全设备有限公司,20232130318601          ,电子与信息
293,易华路集成科技有限责任公司,20232130282801          ,电子与信息
294,北京卫蓝新能源科技股份有限公司,20232130396307          ,新能源与高效节能技术
295,宝瑞源生物技术（北京）有限公司,20232130281802          ,生物工程和新医药
296,青旅智慧园（北京）国际商业运营管理有限公司,20232130281601          ,电子与信息
297,太和康美（北京）中医研究院有限公司,20232130282702          ,生物工程和新医药
298,三立慧评（北京）检测技术有限公司,20232130509802          ,生物工程和新医药
299,北京京城久筑节能科技有限公司,20232130282603          ,新材料及应用技术
300,北京考利特电器设备有限责任公司,20232130220504          ,先进制造技术
301,北京新华高科新能源技术有限公司,20232130220107          ,新能源与高效节能技术
302,北京智安云图科技有限公司,20232130220201          ,电子与信息
303,北京中建瑞特新材料股份有限公司,20232130220403          ,新材料及应用技术
304,北京杉地科技有限公司,20232130220301          ,电子与信息
305,北京神州数码方圆科技有限公司,20232130197901          ,电子与信息
306,中洁利环（北京）科技有限公司,20232130198308          ,环境保护技术
307,北碳优能（北京）科技有限公司,20232130197807          ,新能源与高效节能技术
308,北京永泰万德信息工程技术有限公司,20232130197301          ,电子与信息
309,碳能科技（北京）有限公司,20232130282507          ,新能源与高效节能技术
310,基康仪器股份有限公司,20232130359404          ,先进制造技术
311,北京海为科技有限公司,20232130197101          ,电子与信息
312,中煤玮坤（北京）节能环保科技有限公司,20232130197607          ,新能源与高效节能技术
313,中建八局检测科技有限公司,20232130196503          ,新材料及应用技术
314,北京锐博诚惠信息技术有限公司,20232130220001          ,电子与信息
315,北京华伟恒远信息系统技术有限公司,20232130161001          ,电子与信息
316,北京净与境生态科技有限公司,20232130196308          ,环境保护技术
317,北京乐潇科贸有限公司,20232130196401          ,电子与信息
318,北京融诚信达科技发展有限公司,20232130160911          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
319,北京京龙泰达商贸有限公司,20232130160703          ,新材料及应用技术
320,北京蓝湖空间科技发展中心,20232130164604          ,先进制造技术
321,北京日创环宇科技有限公司,20232130160801          ,电子与信息
322,北京维阳科技有限公司,20232130396201          ,电子与信息
323,北京精海仪液压设备制造有限公司,20232130098004          ,先进制造技术
324,北京华素制药股份有限公司,20232130198202          ,生物工程和新医药
325,北京德尔塔伽科技有限公司,20232130097801          ,电子与信息
326,北京根炁影视文化传播有限责任公司,20232130098201          ,电子与信息
327,北京金奥科技有限公司,20232130097901          ,电子与信息
328,北京华安格林艾尔科技有限公司,20232130282408          ,环境保护技术
329,北京黎登盛荣科技有限公司,20232130085708          ,环境保护技术
330,华东建工（北京）建设工程有限公司,20232130085603          ,新材料及应用技术
331,北京绥邦文化发展有限公司,20232130085501          ,电子与信息
332,北京资通市政工程有限公司,20232130085403          ,新材料及应用技术
333,富乐顿生物工程科技（北京）有限公司,20232130085302          ,生物工程和新医药
334,北京天仁道和新材料有限公司,20232130161103          ,新材料及应用技术
335,中能联合（北京）电力有限公司,20232130079804          ,先进制造技术
336,智鲸科技(北京)有限公司,20232130318501          ,电子与信息
337,北京精连智胜科技有限公司,20232130079704          ,先进制造技术
338,中京仁恒（北京）建设有限公司,20232130079301          ,电子与信息
339,北京睿铁科技有限公司,20232130079201          ,电子与信息
340,北京中燕恒成能源有限公司,20232130079003          ,新材料及应用技术
341,氢山科技有限公司,20232130080001          ,电子与信息
342,北京京宇一美生物科技有限责任公司,20232130079102          ,生物工程和新医药
343,北京迭代科技有限公司,20232130282301          ,电子与信息
344,北京燕山翔宇环保工程技术有限公司,20232130056308          ,环境保护技术
345,北京中科蓝图科技有限公司,20232130056101          ,电子与信息
346,北京航科京工科技有限责任公司,20232130056204          ,先进制造技术
347,北京创新谷科技孵化器有限公司,20232130282211          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
348,北京慧景天地信息技术有限公司,20232130056001          ,电子与信息
349,北京靓妃生物科技有限公司,20232130055903          ,新材料及应用技术
350,北京感易智能科技有限公司,20232130055701          ,电子与信息
351,北京迈石科创监测技术有限公司,20232130055801          ,电子与信息
352,北京盛原通达科技有限公司,20232130037111          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
353,北京中瑞中科科技有限公司,20232130037204          ,先进制造技术
354,北京航天恒丰科技股份有限公司,20232130037002          ,生物工程和新医药
355,北京夏洛克文化传播有限公司,20232130098101          ,电子与信息
356,北京艾克赛德生物工程有限公司,20232130036802          ,生物工程和新医药
357,北京浩鸿达迅捷科技发展有限公司,20232130036701          ,电子与信息
358,光环新网（北京）数据服务有限公司,20232130198101          ,电子与信息
359,北京迪威勒普科技有限公司,20232130031101          ,电子与信息
360,北京百秀京林园林绿地养护有限公司,20232130031008          ,环境保护技术
361,北京浩鸿达科技发展股份公司,20232130282101          ,电子与信息
362,陆航精电（北京）科技有限公司,20232130030905          ,航空航天技术
363,北京理明智能科技有限公司,20232130085801          ,电子与信息
364,北京龙宇众科技发展有限公司,20232130030801          ,电子与信息
365,北京贞元智能科技有限公司,20232130079901          ,电子与信息
366,北京中燕建设工程有限公司,20232130198007          ,新能源与高效节能技术
367,北京煋源科技有限公司,20232130007401          ,电子与信息
368,北京氢燃科技有限公司,20222130889607          ,新能源与高效节能技术
369,北京睿星在线科技有限公司,20222130884104          ,先进制造技术
370,北京普赛恩斯制造科技有限公司,20222130884004          ,先进制造技术
371,超级万（北京）文化科技有限公司,20222130883901          ,电子与信息
372,北京信创智控科技有限公司,20222130878901          ,电子与信息
373,北京龙德缘智能电力有限公司,20232130007707          ,新能源与高效节能技术
374,北京云帆沧海安全防范技术有限公司,20222130878811          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
375,北京正铁机械制造厂,20222130878703          ,新材料及应用技术
376,北京航天海纳科技发展有限公司,20222130878601          ,电子与信息
377,蓝视光学科技（北京）有限责任公司,20222130851301          ,电子与信息
378,北京视运盛业科技有限公司,20222130831201          ,电子与信息
379,北京时域智控技术有限公司,20222130851401          ,电子与信息
380,北京华工恒达科技有限公司,20222130831401          ,电子与信息
381,北京永旺嘉诚安全科技发展有限公司,20222130831301          ,电子与信息
382,北京晗煜科技有限公司,20222130851901          ,电子与信息
383,北京北重汽车改装有限公司,20222130828504          ,先进制造技术
384,北京秋设科技有限责任公司,20222130828601          ,电子与信息
385,北京斯泰科空调制冷设备有限责任公司,20222130830507          ,新能源与高效节能技术
386,北京盛弘瑞通数字文化传播有限公司,20222130830801          ,电子与信息
387,重庆长安汽车股份有限公司北京长安汽车公司,20222130830604          ,先进制造技术
388,北京华腾长空科技有限公司,20222130830701          ,电子与信息
389,北京乾源创世技术有限公司,20222130830901          ,电子与信息
390,北京一站一街网络科技有限公司,20222130828411          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
391,中城园林工程有限公司,20222130825708          ,环境保护技术
392,北京煋邦数码科技有限公司,20222130851801          ,电子与信息
393,北京燕开新源科技有限公司,20222130851007          ,新能源与高效节能技术
394,北京联农在线信息技术有限公司,20222130851101          ,电子与信息
395,北京国信融信科技产业有限公司,20222130828301          ,电子与信息
396,北京青丘医疗科技有限责任公司,20222130828201          ,电子与信息
397,北京冰力科技有限公司,20222130828107          ,新能源与高效节能技术
398,北京君通惠森通信技术有限公司,20222130828001          ,电子与信息
399,北京中亚康源环保工程有限公司,20222130827908          ,环境保护技术
400,北京碧鑫水务有限公司,20222130825603          ,新材料及应用技术
401,北京泰景源科技有限公司,20222130818001          ,电子与信息
402,东方和靶场装备技术（北京）有限公司,20222130817904          ,先进制造技术
403,北京恒凯捷通科技发展有限公司,20222130817804          ,先进制造技术
404,中恒国盛能源科技有限公司,20222130817707          ,新能源与高效节能技术
405,北京同方电气工程有限公司,20222130817504          ,先进制造技术
406,北京花生云仓科技有限公司,20222130817401          ,电子与信息
407,北京惠丰学信教育科技有限公司,20222130817601          ,电子与信息
408,北京中海瑞飞科技有限公司,20222130817301          ,电子与信息
409,北京宇川科技有限公司,20222130827601          ,电子与信息
410,北京胜比泰和节能技术有限公司,20222130816807          ,新能源与高效节能技术
411,多洛塔（北京）安全技术有限公司,20222130816701          ,电子与信息
412,北京康达环境工程有限公司,20222130816608          ,环境保护技术
413,天算量化（北京）资本管理有限公司,20222130816401          ,电子与信息
414,北京国原新技术有限公司,20222130827810          ,核应用技术
415,北京四海图宇科技有限公司,20222130827701          ,电子与信息
416,中控智网（北京）能源技术有限公司,20222130827511          ,与上述十大领域配套的相关技术产品，以及适合首都经济发展特点的其他高新技术及其产品
