实施主体,职权编号,职权名称,职权种类
,,,
区交通局,C1915400,对客运经营者、货运经营者、危险货物、放射性物品运输企业或者单位擅自改装已取得《道路运输证》的车辆（及罐式专用车辆罐体）的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
区交通局,C1915500,对客运经营者强迫旅客乘车，以欺骗、暴力等手段招揽旅客；对道路货物运输经营者强行招揽货物的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1915600,对客运经营者（含国际道路客运经营者）客运班车不按批准的配客站点停靠；不按照规定的线路、日发班次下限行驶的；站外上客或沿途揽客；加班车、顶班车、接驳车无正当理由不按原正班车的线路、站点、班次行驶的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1915800,对客运经营者（含国际道路客运经营者）未报告原许可机关，擅自终止道路客运经营；未经批准擅自停业或者歇业的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
区交通局,C1915900,对客运经营者运营线路两端均不在车籍所在地的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
区交通局,C1916000,对客运经营者的客运车辆在运营中未保持车内通道的畅通或者未采取必要措施保证随车运输行李的平稳和固定的行为进行处罚,罚款
,,,
区交通局,C1916200,对班线客运经营者未在暂停或者终止班线经营之日前7日在运输沿线各站发布公告，经责令限期改正后未改正的行为进行处罚,罚款
,,,
区交通局,C1916300,对班线客运经营者违反统一售票制度擅自在站外组织客源的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区交通局,C1916400,对包车客运经营者承运包车合同之外的旅客的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
区交通局,C1916500,对包车客运经营者未持有效的包车客运标志牌进行经营行为进行处罚,罚款
,,,
区交通局,C1916600,对包车客运经营者不按照包车客运标志牌载明的事项运行的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
,,,
,,,
区交通局,C1916800,对货运经营者1年内违法超限运输超过3次的货运车辆或1年内违法超限运输的货运车辆超过本单位货运车辆总数10%的道路运输企业的行为进行处罚,"责令停产停业,吊销许可证或营业执照"
,,,
区交通局,C1916900,对货运经营者没有采取必要措施防止货物脱落、扬撒等的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区交通局,C1917000,对外省市货运经营者驻京从事货物运输，未向经营所在地的道路运输管理机构备案，经责令限期改正，逾期未改正的行为进行处罚,罚款
,,,
区交通局,C1917100,对道路危险货物运输企业或者单位未根据危险化学品的危险特性采取相应的安全防护措施，或者未配备必要的防护用品和应急救援器材的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1917200,对危险化学品托运人不向承运人说明所托运的危险化学品的种类、数量、危险特性以及发生危险情况的应急处置措施或者未按照国家有关规定对所托运的危险化学品妥善包装并在外包装上设置相应标志的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区交通局,C1917300,对危险化学品托运人对需要添加抑制剂或者稳定剂的危险化学品未添加或者未将有关情况告知承运人的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区交通局,C1917400,对危险化学品托运人委托未依法取得危险货物道路运输许可的企业承运危险化学品的行为进行处罚,"责令停产停业,没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1917500,对危险化学品托运人在托运的普通货物中夹带危险化学品或者将危险化学品谎报或者匿报为普通货物托运的行为进行处罚,"责令停产停业,没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1917600,对拒绝、阻碍道路运输管理机构依法履行放射性物品运输安全监督检查，或者在接受监督检查时弄虚作假的行为进行处罚,罚款
,,,
区交通局,C1917700,对道路危险货物运输企业或者单位（含危险化学品道路运输企业）未配备专职安全管理人员的行为进行处罚,罚款
,,,
,,,
,,,
,,,
区交通局,C1917800,对道路危险货物运输企业或者单位（含危险化学品道路运输企业）的驾驶人员、装卸管理人员、押运人员未取得从业资格上岗作业的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
,,,
区交通局,C1917900,对不符合规定条件的人员驾驶道路运输经营车辆或者放射性物品运输车辆的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1918100,对使用失效、伪造、变造的从业资格证件，驾驶道路客货运输车辆的行为进行处罚,罚款
,,,
区交通局,C1918200,对使用失效、伪造、变造的从业资格证件，从事道路危险货物运输活动的行为进行处罚,罚款
,,,
区交通局,C1918300,对超越从业资格证件核定范围，驾驶道路客货运输车辆的行为进行处罚,罚款
,,,
区交通局,C1918400,对超越从业资格证件核定范围，从事道路危险货物运输活动的行为进行处罚,罚款
,,,
区交通局,C1918600,对道路运输从业人员不符合法定行政许可条件，逾期未改正的行为进行处罚,吊销许可证或营业执照
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1918700,对道路客货运输驾驶员、危险货物运输从业人员身体健康状况不符合有关机动车驾驶和相关从业要求且没有主动申请注销从业资格的行为进行处罚,吊销许可证或营业执照
,,,
区交通局,C1918800,对道路运输站（场）经营者允许无经营许可证件的车辆进站从事经营活动以及超载车辆、未经安全检查的车辆出站或者无正当理由拒绝道路运输车辆进站从事经营活动的行为进行处罚,罚款
,,,
,,,
区交通局,C1918900,对货运站经营者对超限、超载车辆配载，放行出站的行为进行处罚,罚款
,,,
区交通局,C1919000,对道路运输站（场）经营者擅自改变道路运输站（场）的用途和服务功能或者不公布运输线路、起讫停靠站点、班次、发车时间、票价，经责令改正后拒不改正的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1919100,对道路运输场站经营者未按照《北京市道路运输条例》规定公示投诉举报电话，经责令限期改正，逾期未改正的行为进行处罚,罚款
,,,
区交通局,C1919200,对客运场站经营者未按照规定制定客流高峰期间的备班运力储备计划和加班运营计划，经责令限期改正，逾期未改正的行为进行处罚,罚款
,,,
区交通局,C1919300,对客运场站经营者安排的加班车辆的技术等级不符合运营班线要求，经责令限期改正后，逾期未改正的行为进行处罚,罚款
,,,
区交通局,C1919400,对道路运输货运代理经营者、机动车综合性能检测机构未按照规定向所在地的道路运输管理机构备案，经责令限期改正，逾期未改正的行为进行处罚,罚款
,,,
区交通局,C1919500,对道路运输货运代理经营者将受理的货物运输业务交给不具有相应合法资格的货运经营者承运的行为进行处罚,罚款
,,,
区交通局,C1919600,对指使、强令车辆驾驶人超限运输货物的行为进行处罚,罚款
,,,
区交通局,C1919700,对机动车维修经营者使用假冒伪劣配件维修机动车；擅自改装机动车或者承修已报废的机动车的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
区交通局,C1919800,对机动车维修经营者签发虚假的机动车维修合格证的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1919900,对机动车维修经营者未按照规定执行机动车配件采购、检验、使用和公示制度，经责令改正，逾期未改正的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1920000,对机动车维修经营者未按照规定分项计算工时费、材料费或者将结算清单交付托修方，经责令改正，逾期未改正的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1920100,对机动车维修经营者使用的机动车维修设备不符合国家和本市相关标准，经责令改正，逾期未改正的行为进行处罚,"责令停产停业,罚款"
,,,
区交通局,C1920400,对外国道路运输经营者未经批准在我国境内设立国际道路运输常驻代表机构的行为进行处罚,警告
,,,
,,,
,,,
,,,
,,,
区交通局,C1920500,对外国国际道路运输经营者未取得我国有效的《国际汽车运输行车许可证》或者《国际汽车运输特别行车许可证》，擅自进入我国境内从事国际道路运输经营或者运输危险货物的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1920600,对外国国际道路运输经营者从事我国国内道路旅客或货物运输的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1920700,对外国国际道路运输经营者的在我国境内自行承揽货源或招揽旅客行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1920800,对外国国际道路运输经营者未按规定的运输线路、站点、班次、停靠站（场）运行的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1920900,对外国国际道路运输经营者未标明本国《国际道路运输国籍识别标志》的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1921000,对未取得道路客运经营许可，擅自从事（国际）道路客运经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1921100,对未取得（国际）道路客运班线经营许可，擅自从事（国际）班车客运经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1921200,对使用失效、伪造、变造、被注销等无效的道路客运许可证件从事（国际）道路客运经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1921300,对超越许可事项，从事（国际）道路客运经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1921400,对未取得道路货物运输经营许可，擅自从事道路货物运输经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
区交通局,C1921500,对使用失效、伪造、变造、被注销等无效的道路运输经营许可证件从事道路货物运输经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1921600,对超越许可事项，从事道路货物运输经营的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1921700,对客运经营者使用未持合法有效《道路运输证》的车辆参加客运经营的行为进行处罚,罚款
,,,
区交通局,C1921800,对取得道路货物运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输的行为进行处罚,罚款
,,,
区交通局,C1921900,对未经许可擅自从事道路运输站（场）经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1922000,对使用失效、伪造、变造、被注销等无效的客运站许可证件从事客运站经营的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1922100,对超越许可事项，从事客运站经营的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1922400,对未取得道路危险货物运输许可，擅自从事（国际）道路危险货物运输（含放射性物品）的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1922500,对使用失效、伪造、变造、被注销等无效道路危险货物运输许可证件从事（国际）道路危险货物、放射性物品运输的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1922600,对超越许可事项，从事（国际）道路危险货物、放射性物品运输的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1922700,对非经营性道路危险货物运输单位从事道路危险货物、放射性物品运输经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1923300,对巡游出租汽车经营者未经批准擅自增加或者减少出租汽车营运车辆；擅自暂停、终止全部或者部分巡游出租汽车经营的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
区交通局,C1923400,对出租汽车经营者未按规定建立、执行、落实各项规章制度的行为进行处罚,"责令停产停业,警告,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1923700,对出租汽车经营者对乘客和用户提出的服务质量问题置之不理或者不及时处理的行为进行处罚,"责令停产停业,警告,罚款"
,,,
区交通局,C1923800,对出租汽车经营者不执行交通行政主管部门协调营运业务的措施的行为进行处罚,"责令停产停业,警告,罚款"
,,,
区交通局,C1923900,对出租汽车经营者未按照规定报送各类营运报表或者拒绝交通行政主管部门对营运资料、票证进行查阅的行为进行处罚,"责令停产停业,警告,罚款"
,,,
区交通局,C1924100,对出租汽车经营者使用非本单位的驾驶员驾驶车辆营运的行为进行处罚,"责令停产停业,警告,罚款"
,,,
区交通局,C1924200,对出租汽车经营者因管理不善，或者未履行管理责任，本单位出租汽车驾驶员、乘务员、调度员违法行为严重、服务质量低劣或者出现甩客、故意绕道、违规收费等严重违反国家相关运营服务标准的行为进行处罚,"责令停产停业,罚款"
,,,
,,,
,,,
区交通局,C1925100,对出租汽车驾驶员服饰不整洁、未做到文明礼貌、服务不规范行为进行处罚,"警告,罚款"
,,,
区交通局,C1925400,对出租汽车驾驶员未保持车辆整洁的行为进行处罚,"暂扣许可证或营业执照,警告,罚款"
,,,
,,,
,,,
区交通局,C1925500,对出租汽车驾驶员未按乘客要求、未按照规定使用车内服务设施、相关设备的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区交通局,C1925600,对出租汽车驾驶员不正确使用计价器（计程计价设备）、与乘客议价、向乘客索要财物、收款后需要给乘客找零钱时不找零钱、违规收费的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1925900,对出租汽车驾驶员未按照最佳路线行驶，故意绕行的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区交通局,C1926100,对出租汽车驾驶员在出租汽车计价器损坏、失准、显示不全时，或者无专用收费凭证时，仍营运载客；载客过程中遇有计价器损坏、失准、显示不全，驾驶员未立即告知乘客并与乘客协商解决的行为进行处罚,"警告,罚款"
,,,
区交通局,C1926300,对出租汽车驾驶员在专用收费凭证上弄虚作假、收款后未向乘客开具项目填写齐全并与实收金额相符的专用收费凭证；对网约车驾驶员未按照规定出具相应车费票据的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
区交通局,C1926600,对出租汽车驾驶员未携带、放置、粘贴有关证件和标志（含服务监督卡、从业资格证、《网络预约出租汽车驾驶员证》、营运资格证、道路运输证、《网络预约出租汽车运输证》等）的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1926800,对巡游出租汽车驾驶员未按规定使用标志灯的行为进行处罚,"警告,罚款"
,,,
区交通局,C1926900,对出租汽车驾驶员未保持车辆牌证齐全、清晰，挪用车辆牌证或者对车辆牌证弄虚作假的行为进行处罚,"警告,罚款"
,,,
区交通局,C1927200,对出租汽车驾驶员将车辆交予他人驾驶或者驾驶非本单位的出租汽车营运的行为进行处罚,"警告,罚款"
,,,
区交通局,C1927700,对出租汽车驾驶员不接受市交通行政主管部门的监督检查的行为进行处罚,"警告,罚款"
,,,
区交通局,C1927800,对出租汽车驾驶员拒绝载客、中途甩客的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1928200,对设立出租汽车营业站的单位未建立管理责任制度，维护营运秩序，保障乘客用车，制止和纠正扰乱营业站管理秩序的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928300,对设立出租汽车营业站的单位未对所有出租汽车和乘客开放，未做到公正调派车辆的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928400,对设立出租汽车营业站的单位发生重大或者紧急情况时，未妥善处理并及时向交通行政主管部门及有关部门报告的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928500,对出租汽车营业站调度员服饰不整洁、未做到文明礼貌、服务不规范的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928600,对出租汽车营业站调度员未按序派车、做好派车记录的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928700,对出租汽车营业站调度员未按规定维护营业站秩序或者未对出租汽车驾驶员扰乱营运秩序的行为进行制止和纠正的行为进行处罚,"警告,罚款"
,,,
区交通局,C1928800,对出租汽车营业站调度员为出租汽车驾驶员私揽业务或者利用职务牟取私利的行为进行处罚,"警告,罚款"
,,,
区交通局,C1932200,对汽车租赁经营者未办理企业经营备案或者车辆备案，经责令限期办理备案手续，逾期未办理的行为进行处罚,罚款
,,,
,,,
区交通局,C1932300,对汽车租赁经营者未按照规定办理备案变更，经责令限期办理备案变更手续，逾期未办理的行为进行处罚,罚款
,,,
区交通局,C1932400,对汽车租赁经营者未在经营场所显著位置明示服务项目、收费标准、车辆保险、租车流程及监督电话的行为进行处罚,"警告,罚款"
,,,
区交通局,C1932500,对汽车租赁经营者未按照约定的价格收取租赁费用的行为进行处罚,"警告,罚款"
,,,
区交通局,C1932600,对汽车租赁经营者未按照规定进行车辆检测和维护保养；未保证租赁车辆技术性能良好、符合安全行驶条件的行为进行处罚,"警告,罚款"
,,,
区交通局,C1932700,对汽车租赁经营者未建立并完善救援服务体系，对汽车租赁经营者对租赁期间发生故障或者事故的车辆，未及时按照约定提供救援服务的行为进行处罚,"警告,罚款"
,,,
区交通局,C1932800,对汽车租赁经营者未建立租赁经营管理档案和车辆管理档案；未按照规定报送管理数据信息的行为进行处罚,"警告,罚款"
,,,
区交通局,C1933000,对水路运输经营者未经许可擅自经营水路运输业务的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1933100,对水路运输经营者超越许可范围经营水路运输业务的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1933200,对水路运输经营者未经许可擅自经营国内船舶管理业务的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1933300,对水路运输经营者超越许可范围经营国内船舶管理业务的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1933400,对水路运输经营者使用未取得船舶营运证件的船舶从事水路运输的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
,,,
,,,
,,,
区交通局,C1933500,对水路运输经营者从事水路运输经营的船舶未随船携带船舶营运证件的行为进行处罚,罚款
,,,
区交通局,C1933600,对水路运输经营者未经国务院交通运输主管部门许可或者超越许可范围使用外国籍船舶经营水路运输业务的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
区交通局,C1933700,对外国的企业、其他经济组织和个人经营或者以租用中国籍船舶或者舱位等方式变相经营水路运输业务的行为进行处罚,"没收违法所得,罚款"
,,,
,,,
区交通局,C1933800,对以欺骗或者贿赂等不正当手段取得《国内水路运输管理条例》规定的行政许可的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1933900,对出租、出借、倒卖国内水路运输许可证件或者以其他方式非法转让本条例规定的行政许可的行为进行处罚,"没收违法所得,罚款,吊销许可证或营业执照"
,,,
区交通局,C1934000,对伪造、变造、涂改本条例规定的行政许可证件的行为进行处罚,"没收违法所得,罚款"
,,,
区交通局,C1934100,对水路旅客运输业务运输经营者未为其经营的客运船舶投保承运人责任保险或者取得相应的财务担保的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区交通局,C1934200,对班轮运输业务经营者未提前向社会公布所使用的船舶、班期、班次和运价或者其变更信息的行为进行处罚,罚款
,,,
,,,
区交通局,C1935800,对船舶在城市市区的内河航道航行时，未按照规定使用声响装置的行为进行处罚,"警告,罚款"
,,,
,,,
区交通局,C1937600,对船舶在内河航行、停泊或者作业，不遵守航行、避让和信号显示规则的行为进行处罚,"暂扣许可证或营业执照,罚款,吊销许可证或营业执照"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1938300,对不按照规定办理变更或者注销登记，或者使用过期的船舶国籍证书或者临时船舶国籍证书情节严重的行为进行处罚,罚款
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
区交通局,C1938700,对船员服务簿记载的事项发生变更，船员未办理变更手续的行为进行处罚,罚款
,,,
,,,
区交通局,C1938800,对船员在船工作期间，未携带有效证件的行为进行处罚,罚款
,,,
区交通局,C1941100,对未按有关规定申请发布航行警告、航行通告即行实施水上水下活动的行为进行处罚,罚款
,,,
区交通局,C1941200,对水上水下活动与航行警告、航行通告中公告的内容不符的行为进行处罚,罚款
,,,
区交通局,C1941600,对开办游船业务的单位存在游船未有交通行政主管部门指定检验单位核发的船只检验合格证，未标明载重线、船只编号、载乘定员，或者存在超载的行为进行处罚,罚款
,,,
区交通局,C1941700,对开办游船业务的单位未定期对游船进行维修、保养和安全检查的行为进行处罚,罚款
,,,
区交通局,C1941800,对开办游船业务的单位超出水域条件核定的船只数量的行为进行处罚,罚款
,,,
区交通局,C1941900,对开办游船业务的单位的机动船（艇）驾驶人员无照驾驶或者酒后驾驶的行为进行处罚,罚款
,,,
区交通局,C1942000,对开办游船业务的单位未建有游船码头，或者码头高出船弦40厘米以上的，未设置稳固台阶板的行为进行处罚,罚款
,,,
区交通局,C1942100,对开办游船业务的单位未在面积大的水域划定游船活动区的，未将游船活动区与游泳区用明显标志隔开的行为进行处罚,罚款
,,,
区交通局,C1942200,对开办游船业务的单位未按要求设置相应的救护器材和救护人员的行为进行处罚,罚款
,,,
区交通局,C1942300,对开办游船业务的单位未在遇四级以上大风或暴雨时，停止游船活动规定的行为进行处罚,罚款
,,,
区交通局,C1942400,对船舶向水体倾倒船舶垃圾或者排放船舶的残油、废油的行为进行处罚,罚款
,,,
,,,
区交通局,C1942500,对未经作业地海事管理机构批准，船舶进行残油、含油污水、污染危害性货物残留物的接收作业，或者进行装载油类、污染危害性货物船舱的清洗作业，或者进行散装液体污染危害性货物的过驳作业的行为进行处罚,罚款
,,,
,,,
区交通局,C1942600,对未经作业地海事管理机构批准，进行船舶水上拆解、打捞或者其他水上、水下船舶施工作业的行为进行处罚,罚款
,,,
区交通局,C1942700,对船舶未配置相应的防污染设备和器材，或者未持有合法有效的防止水域环境污染的证书与文书的行为进行处罚,罚款
,,,
区交通局,C1942800,对其他船舶造成水污染事故的行为进行处罚,罚款
,,,
区交通局,C1943400,对汽车租赁经营者未建立经营服务管理制度的行为进行处罚,"警告,罚款"
,,,
区交通局,C1947100,对旅游客运经营者从事旅游客运的车辆未配备卫星定位装置和内部监控设施，或者未保障正常使用的行为进行处罚,罚款
,,,
区交通局,C1947200,对旅游客运经营者及其车辆驾驶人员未按照旅游电子行程单提供交通服务的行为进行处罚,罚款
,,,
区交通局,C1947300,对一类、二类客运班线的经营者或者其委托的售票单位、配客站点未按规定对旅客身份证件进行查验，经责令改正拒不改正的行为进行处罚,"罚款,吊销许可证或营业执照"
,,,
区交通局,C1947400,对旅游客运经营者为未在旅游公共信息和咨询平台进行团队旅游信息备案的旅行社、未取得旅行社经营许可的单位或者个人提供交通服务的行为进行处罚,"暂扣许可证或营业执照,罚款"
,,,
区交通局,C1947500,对网约车平台公司未按照规定提供共享信息，或者不配合出租汽车行政主管部门调取查阅相关数据信息的行为进行处罚,罚款
,,,
区交通局,C1947600,对出租汽车驾驶员转借、出租、涂改、伪造或者变造从业资格证的行为进行处罚,罚款
,,,
区交通局,C1947700,对巡游车经营者不按照规定配置巡游出租汽车相关设备的行为进行处罚,罚款
,,,
区交通局,C1947800,对未取得从业资格证或者超越从业资格证核定范围，驾驶出租汽车从事经营活动的行为进行处罚,罚款
,,,
,,,
区交通局,C1947900,对出租汽车驾驶员从业资格证未经注册或者超过注册有效期，从事出租汽车客运服务的行为进行处罚,罚款
,,,
,,,
区交通局,C1948000,对网约车平台公司未按照规定将提供服务的车辆、驾驶员相关信息向服务所在地出租汽车行政主管部门报备的行为进行处罚,罚款
,,,
,,,
区交通局,C1948100,"对网约车平台公司提供服务的车辆未取得《网络预约出租汽车运输证》,或者线上提供服务车辆与线下实际提供服务车辆不一致的行为进行处罚",罚款
,,,
区交通局,C1948200,对出租汽车经营者不按照规定组织实施继续教育,罚款
,,,
区交通局,C1948300,对旅游客运经营者承运电子行程单以外的旅游者的行为进行处罚,罚款
,,,
区交通局,C1948400,对巡游出租汽车经营者出租或者擅自转让巡游出租汽车车辆经营权，对巡游出租汽车驾驶员转包经营未及时纠正的行为进行处罚,罚款
,,,
,,,
,,,
区交通局,C1948500,对网约车平台公司起讫点均不在许可的经营区域从事网约车经营活动的行为进行处罚,罚款
,,,
区交通局,C1948600,对出租汽车驾驶员对举报、投诉其服务质量或者对其服务作出不满意评价的乘客实施报复行为的行为进行处罚,罚款
,,,
,,,
,,,
区交通局,C1948700,对出租汽车驾驶员未经乘客同意搭载其他乘客的行为进行处罚,罚款
,,,
,,,
,,,
区交通局,C1948800,对任何单位或者个人伪造、变造或者使用伪造、变造、失效的《网络预约出租汽车运输证》《网络预约出租汽车驾驶员证》从事网约车经营活动的行为进行处罚,"警告,罚款"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
