唯一标识,行政相对人名称,统一社会信用代码,组织机构代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
69402fb6-06be-44b0-9f68-06f1873c04aa,北京水滴互娱科技有限公司,91110105MA01D9RN35,,孔*政,(京)文执罚 〔2024〕第400100号,未经批准，擅自上网出版网络游戏,北京水滴互娱科技有限公司于2019年11月4日至2024年3月21日期间存在未经批准，擅自上网出版网络游戏的行为，违法经营额人民币壹佰陆拾壹元壹角玖分。,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹佰陆拾壹元壹角玖分;2.罚款人民币叁仟元。,0.3,0.016119,2024/4/24,2099/12/31,2025/4/24,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
7d17d491-aa82-4c1e-992e-e871a512d3b6,北京抖波科技有限公司,91110105MA01DCX52W,,吴*勇,(京)文执罚 〔2023〕第400183号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京抖波科技有限公司于2023年3月19日至2023年6月26日间，存在出版、传播含有《网络出版服务管理规定》第二十四条第（九）项所述禁止内容的网络出版物行为。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹仟元。,0.1,,2023/8/28,2099/12/31,2024/8/28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:38
89bdfcf2-095e-467c-bf91-d8c36d3ba47b,北京幻想工场文化传媒有限公司,91110108099199768H,,刘*民,(京)文执罚 〔2024〕第400078号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京幻想工场文化传媒有限公司于2016年11月24日与2024年02月28日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹仟元。,0.1,,2024/4/1,2099/12/31,2025/4/1,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:27
eab91357-e551-4e0c-addd-f7e8b5126b15,北京通文达艺教育科技有限公司,911101080804973866,,李*苓,(京)文执罚 〔2023〕第400282号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京通文达艺教育科技有限公司于2023年7月20日至2023年9月6日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币拾壹元肆角;2.罚款人民币贰仟元。,0.2,0.00114,2023/10/13,2099/12/31,2024/10/13,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:38
8d677f2a-8b8b-4185-a2d3-3281cde16f29,北京古鲁营销顾问有限公司,91110105078580439C,078580439,邹*群,(京)文执罚 〔2024〕第400106号,未经批准，擅自上网出版网络游戏,北京古鲁营销顾问有限公司于2022年6月6日至2024年4月8日期间存在未经批准，擅自上网出版网络游戏的行为，违法经营额人民币壹仟肆佰叁拾陆元捌角陆分。,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹仟肆佰叁拾陆元捌角陆分;2.罚款人民币肆仟元。,0.4,0.143686,2024/5/6,2099/12/31,2025/5/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
aa67bdbf-c5eb-41ba-b947-2b63827bd177,北京网泽天下网络科技有限公司,91110117335616560L,,王*,(京)文执罚 〔2023〕第400325号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京网泽天下网络科技有限公司于2023年05月27日与2023年12月01日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法经营额，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币叁仟元。,0.3,,2023/12/26,2099/12/31,2024/12/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
e339d1c3-a159-470d-b520-b48c0b0468fc,北京易网天空科技发展有限公司,91110106MA00C7X367,,龚*,(京)文执罚 〔2024〕第400177号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京易网天空科技发展有限公司于2009年1月21日至2024年7月12日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币叁仟元。,0.3,,2024/8/13,2099/12/31,2025/8/13,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:48
0318d63c-4759-4f59-8337-633dacb4a5ad,北京哎呦互娱科技有限公司,9111011231827567X8,31827567X,吴*,(京)文执罚 〔2023〕第400287号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京哎呦互娱科技有限公司于2016年7月30日与2023年9月20日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，该单位的上述行为违反了《网络出版服务管理规定》第二十四条第（七）项的规定。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2023/10/19,2099/12/31,2024/10/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:33
689ee280-e666-49b5-a821-e7f202f54967,肖*,,,,(京)文执罚 〔2023〕第400320号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"当事人的行为违反了《网络出版服务管理规定》第二十四条第（七）项的规定，依据《网络出版服务管理规定》第五十二条第一款的规定,参照《北京市文化市场综合执法行政处罚基准》，对当事人作出行政处罚如下：罚款人民币伍仟元。",《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币伍仟元。,0.5,,2023/12/8,2099/12/31,2024/12/8,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,自然人,13/6/2024 17:22:41
894658b1-a4d9-4e1d-982a-da5b19300fe4,北京六趣网络科技有限公司,91110108596026702G,,柳*宇,(京)文执罚 〔2024〕第400076号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京六趣网络科技有限公司于2021年2月26日至2024年03月01日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币肆佰柒拾叁元柒角陆分;2.罚款人民币壹仟元。,0.1,0.047376,2024/3/28,2099/12/31,2025/3/28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
007ccd4e-5c2f-473d-9b5b-d5a66a15b39d,北京长佩网络科技有限公司,91110105MA00EYE13X,MA00EYE13,刘*,(京)文执罚 〔2024〕第400068号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"北京长佩网络科技有限公司于2021年8月26日至2024年2月28日期间,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为,违法经营额2198.66元，违法所得2198.66元。",《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币贰仟壹佰玖拾捌元陆角陆分;2.罚款人民币伍仟元。,0.5,0.219866,2024/3/25,2099/12/31,2025/3/25,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:35
5a84725c-73cf-49a3-acdc-ef67605901ac,北京万视天象网络技术有限公司,91110105335548860C,,赵*,(京)文执罚 〔2024〕第400064号,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京万视天象网络技术有限公司于2017年01月18日与2024年02月29日期间，传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违反了《网络出版服务管理规定》第二十四条。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币伍仟元。,0.5,,2024/3/21,2099/12/31,2025/3/21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:30
333b3dc6-f7df-4335-a9eb-621bf9906550,李*,,,,(京)文执罚 〔2024〕第400060号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,李娜于2020年10月20日与2024年01月24日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2024/2/23,2099/12/31,2025/2/23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,自然人,13/6/2024 17:06:33
495af2d5-1892-4949-a98e-e04504116b52,北京不可能科技有限公司,91110105MA01JW5C9U,MA01JW5C9,王*,(京)文执罚 〔2024〕第400088号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京不可能科技有限公司于2022年06月06日至2024年02月29日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法经营额人民币3.7元，违法所得人民币3.7元。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币叁元柒角;2.罚款人民币肆仟元。,0.4,0.00037,2024/4/10,2099/12/31,2025/4/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:26
3db29169-d5cb-4f5a-a3e0-30799172d493,北京太和凯旋信息技术有限公司,91110105682894776M,,黄*国,(京)文执罚 〔2024〕第400123号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,2018年11月20日至2024年4月24日期间，北京太和凯旋信息技术有限公司存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法所得7.07元。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币柒元柒分;2.罚款人民币贰仟元。,0.2,0.000707,2024/6/7,2099/12/31,2025/6/7,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:33
3df605a2-19c8-4650-806e-4dd998b043e8,北京六智信息技术股份有限公司,911101087951460293,795146029,史*六,(京)文执罚 〔2024〕第400109号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"北京六智信息技术股份有限公司于2024年2月2日至2024年4月10日期间,存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为,违法经营额0元，违法所得0元。",《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹仟元。,0.1,,2024/5/14,2099/12/31,2025/5/14,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:27
3f5cd9a0-f7a3-4bde-be2f-38171fd860fa,北京亿点时代科技有限公司,91110108082856928Q,,李*,(京)文执罚 〔2023〕第400288号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京亿点时代科技有限公司于2016年11月03日与2023年09月25日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币叁仟元。,0.3,,2023/10/19,2099/12/31,2024/10/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:32
4669adb6-b5c0-441d-a59a-379d321d661c,北京天下书盟文化传媒股份有限公司,91110105784814044E,,蔡*平,(京)文执罚 〔2024〕第400179号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京天下书盟文化传媒股份有限公司于2012年3月29日至2024年7月9日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币叁仟元。,0.3,,2024/8/13,2099/12/31,2025/8/13,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:52
4a90b32e-bf16-48b0-8ba8-4b6a7d977247,北京快读科技有限公司,91110105MA01BW6897,MA01BW689,苌*,(京)文执罚 〔2024〕第400056号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京快读科技有限公司于2023年07月12日至2024年01月23日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2024/2/4,2099/12/31,2025/2/4,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:26
5263b236-f03e-423a-b235-d5194911f80d,云思创想科技（北京）有限公司,91110108051429819W,,张*铭,(京)文执罚 〔2024〕第400089号,传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,云思创想科技（北京）有限公司于2023年11月15日至2024年02月28日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法经营额为人民币27.16元，违法所得为人民币27.16元。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币贰拾柒元壹角陆分;2.罚款人民币伍仟元。,0.5,0.002716,2024/4/10,2099/12/31,2025/4/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
8ff3663c-d859-43db-88f4-e8baf6e867b8,北京新华酷读文化有限公司,91110105556840283L,,王*东,(京)文执罚 〔2024〕第400079号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京新华酷读文化有限公司于2020年05月20日与2024年02月26日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹仟元。,0.1,,2024/4/1,2099/12/31,2025/4/1,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:29
a750fbfc-0c17-402c-ae39-f3b74ae9f431,北京丽柜文化传媒有限公司,911101087376838032,,刘*,(京)文执罚 〔2024〕第400178号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京丽柜文化传媒有限公司于2024年07月12日至2024年07月19日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法所得300元。,《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.罚款人民币贰仟元;2.没收违法所得人民币叁佰元。,0.2,0.03,2024/8/13,2099/12/31,2025/8/13,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:51
e9f2dfc4-fbb0-4b87-ab48-eba35f580af3,北京汇文立业文化传播有限公司,91110108306507963G,306507963,周*明,(京)文执罚 〔2024〕第400124号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京汇文立业文化传播有限公司于2014年9月17日与2024年5月8日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币贰仟元。,0.2,,2024/6/7,2099/12/31,2025/6/7,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
6628ac8a-d20b-4424-ade2-500533215d55,北京天盈九州网络技术有限公司,91110108721473510L,,乔*燕,(京)文执罚 〔2024〕第400187号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,"北京天盈九州网络技术有限公司于2017年10月27日至2024年7月18日期间,存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为，违法所得8.73元。",《网络出版服务管理规定》第五十二条第一款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币捌元柒分三角；2.罚款人民币贰仟元。,0.2,0.000873,2024/8/20,2099/12/31,2025/8/20,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:51
783e1315-9647-4eb8-add3-151b0c7e6b8e,北京嗨玩科技有限公司,91110106MA021BB8XA,,任*博,(京)文执罚 〔2024〕第400149号,未经批准，擅自上网出版网络游戏,北京嗨玩科技有限公司于2024年1月11日至2024年6月19日期间存在未经批准，擅自上网出版网络游戏的行为，违法所得叁仟贰佰捌拾肆元,《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.罚款人民币壹万元;2.没收违法所得叁仟贰佰捌拾肆元。,1,0.3284,2024/7/18,2099/12/31,2025/7/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:44
8b1c41ee-b944-4331-b9cc-88bcfb8baa73,北京掌握互娱科技有限公司,91110112MA01GH5700,,赵*,(京)文执罚 〔2023〕第400199号,未经批准，擅自上网出版网络游戏,北京掌握互娱科技有限公司于2023年5月1日至2023年8月17日期间，存在未经批准，擅自上网出版网络游戏《江湖人生》的行为。,《出版管理条例》第六十一条和《网络出版服务管理规定》第五十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币贰仟壹佰肆拾伍元;2.罚款人民币壹万元。,1,0.2145,2023/8/31,2099/12/31,2024/8/31,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:40
9623b331-31d0-4117-8b76-9e17f05b9642,北京合生创美文化传播有限公司,91110105051409375F,051409375,李*民,(京)文执罚 〔2024〕第400040号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京合生创美文化传播有限公司于2016年10月25日与2024年01月10日期间，存在传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物的行为。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币壹万元。,1,,2024/1/26,2099/12/31,2025/1/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:31
c9574750-24c0-4a2f-a41b-9bf4bb6192e9,北京八通在线科技有限公司,91110112790686907K,,付*宝,(京)文执罚 〔2024〕第400071号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京八通在线科技有限公司于2006年09月11日与2024年02月27日期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币伍仟元。,0.5,,2024/3/26,2099/12/31,2025/3/26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:26
ce885f9a-f767-46a8-ad7c-49a30fedef3e,北京光忆世代网络科技有限公司,91110108080453340K,080453340,李*仁,(京)文执罚 〔2023〕第400318号,出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物,北京光忆世代网络科技有限公司于2020年02月与2023年10月期间，存在出版、传播含有《网络出版服务管理规定》第二十四条所述禁止内容的网络出版物，无违法经营额，无违法所得。,《网络出版服务管理规定》第五十二条第一款,罚款,罚款人民币捌仟元。,0.8,,2023/12/8,2099/12/31,2024/12/8,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:25
